cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Shah","7","Y","Y","Barr & Sons","pre1949","none","none","‘Dawson City’","’Rugulosus Maximus’","Fl. very smooth, deep golden yellow; perianth segments overlapping; corona funnel-shaped, mouth 6-lobed, slightly frilled, rim reflexed. 2n=28"
"Shako","3 (a)","","","","pre1914","none","none","","",""
"Shalimar","2 (c)","W","W","Mrs P.M. Davis","pre1948","none","none","","",""
"Shamrock","1 (b)","W","","Sir C.H. Cave","pre1908","none","none","","",""
"Shan","0","","","W. Jackson Jr","1943","none","none","‘Chruseos’","‘Trenoon’",""
"Shanach","9","W","YYR","G.L. Wilson","pre1939","none","none","‘Dactyl’ hybrid","","Corona citron yellow, with red at rim"
"Shandy","2","Y","Y","W. Jackson Jr","c. 1960","none","none","Sdlg","‘Farmington’",""
"Shanghai","2 (a)","Y","Y","Warnaar & Co.","pre1933","none","none","","","Fl. soft yellow"
"Shannon","2 (c)","W","W","J.L. Richardson","pre1937","none","AM(e)  1942 ","‘White Emperor’","‘Beersheba’","Fl. about 105 mm wide; perianth segments very broadly ovate in outline, blunt or squarish at apex, slightly mucronate, spreading, plane, of great substance, overlapping half; the inner segments more narrowly ovate, square-shouldered at base, only very slightly mucronate, inflexed at base, reflexed at apex; corona cylindrical, smooth, with mouth expanded and even, rim rolled and crenate. Mid-season"
"Shantung","2 (a)","Y","Y","Oregon Bulb Farms","pre1950","none","none","","",""
"Sharon","1 (c)","W","W","S.J. Bisdee","pre1939","none","none","‘White Emperor’","‘Beersheba’",""
"Shasta","2 (b or c)","W","","W.A. Watts","pre1935","none","none","","",""
"Sheba","3 (b)","W","R","P.D. Williams","pre1908","none","none","","","Perianth segments spreading; corona crimson"
"Sheena","3 (b)","W","YYR","J.T. Gray","pre1936","none","none","","",""
"Sheerabba","1 (c)","W","W","G.H. Johnstone","pre1959","none","none","?‘Beersheba’","?‘Ann Abbott’",""
"Sheeroe","1 (c)","W","W","G.L. Wilson","pre1927","none","none","‘Madame de Graaff’ hybrid","",""
"Sheila","3 (b)","W","","Sir J.A.R. Gore-Booth","pre1916","none","none","","",""
"Sheldrake","2 (a)","","","Sir C.H. Cave","pre1928","none","none","","","Perianth segments somewhat inflexed, concave, overlapping half or, when the inner segments are more reflexed, at base only; corona cup-shaped, ribbed, mouth straight, wavy, rim crenate. Sweetly scented. Resembles a smaller, less uniform and less free-flowering `Yael'"
"Sheleg","8","W","W","HerutYahel","pre1980","`Jerusalem'","none","","","Fls many per stem, star-shaped, 50 mm wide; perianth segments ovate, blunt, mucronate, somewhat inflexed, a little concave, overlapping one-third; corona cup-shaped, smooth or lightly ribbed, mouth straight or very slightly constricted, somewhat 3-angled, with rim minutely crenate. Sweetly scented. Resembles a smaller and less floriferous 'Yael'"
"Shelley","9","","","G.H. Engleheart","pre1907","none","none","","",""
"Shephard","3","W","OR","","pre1968","none","none","","",""
"Sheppy","1 (a)","Y","Y","G.L. Wilson","pre1949","none","none","‘Hebron’","‘Goldcourt’","Corona somewhat narrow, straight-sided, with rim flanged and dentate"
"Shergol","2 (a)","Y","Y","W.A. Grace","pre1927","none","none","","",""
"Sheridan","2 (a)","","","Barr & Sons","pre1949","none","none","","",""
"Sherman","2 (b)","W","","de Graaff Bros","pre1929","none","none","","",""
"Sherry","2 (b)","W","","Oregon Bulb Farms","pre1950","none","none","","",""
"Shield","1 (b)","W","","W. Welchman","pre1908","none","none","","",""
"Shillong","1","W","W","J.N. Hancock & Co.","pre1974","none","none","","",""
"Shimmer","2","W","W","G.H. Johnstone","pre1960","none","none","‘Snow Crystal’","‘Slemish’",""
"Shipmate","2 (b)","W","P","G.L. Wilson","pre1948","none","none","?‘Fortune’ hybrid","","Corona shallow bowl-shaped, opening pale primrose cream, becoming buff cream"
"Shipshape","4","W","Y","G.E. Mitsch","pre1976","none","none","‘Pink Chiffon’","‘Carita’","Corona segments cream and buff. Mid-season"
"Shirland","5","W","W","W.A. Grace","pre1927","none","none","","",""
"Shirley","5","W","Y","W.F.M. Copeland","pre1915","none","none","‘Lady Margaret Boscawen’","{N. triandrus} var. {loiseleurii}","Fls usually 2 per stem; perianth segments creamy white; corona expanded, pale primrose yellow"
"Shogun","1 (b)","W","","A.J. Bliss","pre1930","none","none","","",""
"Shona","2 (b)","W","","Mrs M. Moorby","pre1949","none","none","","",""
"Shoshone","2 (b or c)","W","","K.L. Reynolds","pre1944","none","none","","",""
"Shot Silk","5","W","W","de Graaff Bros","pre1931","none","AM Haarlem  1931 ","","","Fls 3 per stem, somewhat star-shaped, creamy white; corona long. 2n=21"
"Show Bride","3 (b)","W","","J.W.A. Lefeber","pre1939","`Edelweiss'","none","","",""
"Showglow","2","W","W","J.N. Hancock & Co.","c. 1977","none","none","","","Perianth segments pure white; corona opening creamy white, becoming white, frilled"
"Shrew","8","W","Y","A. Gray","pre1950","none","none","{N. tazetta} subsp. {lacticolor}","{N. minor}",""
"Shriner","2","Y","O","","","none","none","","","Fl. 105 mm wide"
"Shrove","3 (b)","W","","F.H. Chapman","pre1914","none","none","‘Princess Mary’","‘Horace’","Corona large, shallow, tinted mother-of-pearl pink"
"Shylock","1 (a)","","","Barr & Sons","pre1923","none","none","","",""
"Siam","2 (b)","W","P","F. Rijnveld & Sons","pre1939","`Peking'","none","Unknown","‘Mrs R.O.Backhouse’","Corona opening apricot, gradually becoming soft pink"
"Siberia","2 (c)","W","W","J.L. Richardson","pre1941","none","none","‘Cameronian’","‘Slemish’","Corona widely expanded, heavily frilled, with rim dentate"
"Sicily","1 (a)","Y","Y","G.H. Engleheart","pre1914","none","none","","","Perianth segments creamy sulphur, with margins incurved, overlapping half; corona pale buttercup yellow, with mouth expanded"
"Sid Vale","2 (b or c)","W","","Sir C.H. Cave","pre1928","none","none","","",""
"Sidelight","9","W","GOR","G.L. Wilson","pre1940","`Dierdre'","none","‘Dactyl’","‘Ace of Diamonds’","Fl. rounded, smooth, of solid substance; perianth segments pure white; corona rich red"
"Sidenta","2 (b)","W","","W.A. Grace","pre1938","none","none","","",""
"Sidhe","5","W","Y","A. Gray","pre1944","none","none","","","Fls 2 per stem, star-shaped, 55mm wide, perianth segments 32mm long, lanceolate, blunt, slightly mucronate, yellowish white (2D), overlapping at base a quarter; corona 11mm long, cup-shaped, light greenish yellow 5C, mouth expanded, sometimes broadly ribbed and shallowly lobed, with rim minutely crenate. Mid-season"
"Sidney","9","","","G.H. Engleheart","pre1903","none","none","","","Fl. large; perianth segments broad. Early"
"Sidon","2 (a)","","","J.T. Gray","pre1950","none","none","","",""
"Sidonia","2 (b)","W","","de Graaff Bros","pre1930","none","AM Haarlem  1930 ","","",""
"Siegfried","1 (a)","Y","Y","de Graaff Bros","pre1924","none","*C(g)  1927 *HC(g)  1936 ","","","Fl. 102 mm wide; perianth segments rich sulphur yellow, with margins recurved, overlapping; corona rich golden yellow, with mouth expanded and deeply frilled. Mid-season"
"Sieglinde","3 (b)","W","","N.F. Lock","pre1944","none","none","","",""
"Sierra Gem","2 (a)","","","Oregon Bulb Farms","pre1946","none","none","","",""
"Sigismund","5","W","W","G.H. Engleheart","pre1912","none","none","","","Fl. white, tinged green; perianth segments broad. Tall"
"Signal","3 (b)","W","","F.H. Chapman","pre1910","none","none","","",""
"Signaller","1 (a)","Y","Y","E.W. Philpott","","none","none","","",""
"Sigrid","2 (b)","W","Y","E.H. Krelage & Son","pre1930","none","AM Haarlem  1931 ","‘Lady Margaret Boscawen’","‘Mrs Ernst H.Krelage’",""
"Sigurd","1 (b)","W","","J.T. Gray","pre1933","none","none","","",""
"Silba","0","","","New Zealand origin","pre1940","none","none","","",""
"Silence","2 (a)","","","Mrs R.S. Cobley","pre1932","none","none","","",""
"Silene","0","","","","pre1913","none","none","","",""
"Silkoline","2 (b)","W","","de Graaff Bros","pre1948","none","none","","",""
"Siloam","2 (c)","W","W","A.M. Wilson","pre1948","none","none","","",""
"Silonyx","1 (a)","Y","Y","de Graaff Bros","pre1923","none","none","","",""
"Silvanite","1 (b)","W","Y","de Graaff Bros","pre1923","none","none","","","Perianth segments broadly ovate, blunt, very slightly mucronate, a little inflexed, with margins slightly wavy, overlapping half; the inner segments narrower, more strongly inflexed, somewhat twisted; corona cylindrical, smooth, with rim flanged and crenate"
"Silver Bar","1 (c)","W","W","Miss F.W. Currey","pre1889","none","none","","","Fl. sulphur white; perianth segments opening pale primrose yellow; corona opening lemon yellow"
"Silver Dew","5","","","Cartwright & Goodwin","pre1910","none","none","‘Minnie Hume’","{N. triandrus} var. {loiseleurii}",""
"Silver Fox","2 (c)","W","W","G.H. Engleheart","pre1923","none","none","","","Perianth segments spreading; corona large, expanded. Tall"
"Silver Gem","3 (b or c)","W","","W. Balch","pre1931","none","PC(e)(NZ) 1931","","",""
"Silverine","1 (c)","W","W","Oregon Bulb Farms","pre1946","none","none","","",""
"Silverlea","2 (b or c)","W","","J.T. Gray","pre1936","none","none","","",""
"Silvern","1 (b)","W","Y","de Graaff Bros","pre1923","none","none","","","Fl. large; perianth segments silvery white, slightly twisted; corona soft primrose yellow"
"Silverton","1 (c)","W","W","G.H. Engleheart","pre1923","none","none","","",""
"Silvia","5","Y","Y","F.H. Chapman","pre1912","none","none","","","Fl. soft primrose yellow, tinged lemon yellow"
"Silvia","5","","","Sir C.H. Cave","pre1927","none","none","","",""
"Silviana","8","Y","Y","","pre1798","none","none","","","Fl. pale yellow"
"Silvo","1 (b)","W","","J.L. Richardson","pre1927","none","none","","",""
"Silwa","0","","","New Zealand origin","pre1940","none","none","","",""
"Simla","2 (b)","W","YYO","N.Y. Lower","pre1929","none","*C(g)  1936 ","‘Bernardino’","‘Seville’","Perianth segments only slightly overlapping; corona expanded, lemon yellow, with a broad band of orange at rim. Mid-season"
"Sinbad","3 (b)","W","YYO","W. Polman-Mooy","pre1913","none","none","","","Perianth segments ivory white; corona widely expanded, deep yellow, shading to reddish orange at rim"
"Sincerity","1 (b)","W","Y","N.Y. Lower","pre1930","none","AM(e)  1938 FCC(e)  1940 ","’Lord Roberts’","’White Knight’","Fl. forming a double triangle, 114 mm wide, facing slightly downwards; perianth segments broadly ovate, blunt, fairly prominently mucronate, greenish white, spreading, with margins a little wavy, overlapping half; the inner segments narrower and more nearly acute, a little inflexed, with margins more strongly wavy; corona cylindrical, primrose yellow, with mouth expanded, rim rolled and irregularly notched"
"Sindbad","1","Y","Y","","","none","none","","",""
"Sindbad","1 (a)","","","Sir C.H. Cave","pre1928","none","none","","",""
"Singapore","2 (a)","Y","YYO","Miss G. Evelyn","pre1930","none","none","","","Perianth segments bright lemon yellow; corona with reddish orange at rim"
"Sinope","1 (b)","W","","C. Dawson","pre1923","none","none","","",""
"Sinora","8","","","","pre1939","none","none","","",""
"Sinquist","3 (b)","W","","J.W.A. Lefeber","pre1945","none","none","","",""
"Sintram","2 (a)","","","A.J. Bliss","pre1931","none","none","‘Mrs C. Bowley’","{N. abscissus}","Fl. 76 mm wide, facing down; perianth segments pale sulphur, irregular, overlapping half; corona cylindrical, bright lemon, suffused with orange. Mid-season to late"
"Sir Blink","2","Y","O","J.N. Hancock & Co.","c. 1968","none","none","","","Perianth segments yellow; corona short, orange-red, rim dentate. Sunproof"
"Sir Echo","1 (d)","Y","W","","pre1978","none","none","{N. asturiensis} x ‘Mitzy’","{N. asturiensis} sdlg",""
"Sir Fergus","2 (b)","W","","G.C. Graham","pre1948","none","none","","",""
"Sir Gawain","1 (b)","W","Y","Barr & Sons","pre1920","none","none","","","Perianth segments slightly reflexed, overlapping; corona primrose yellow, with mouth expanded"
"Sir Guyan","3 (a)","Y","Y","","","none","none","","",""
"Sir Guyan","3 (b)","W","","","pre1935","none","none","","",""
"Sir Guyton","3 (a)","Y","Y","A.E. Lowe","pre1927","none","none","","",""
"Sir Hugh","2 (b)","W","","H.F. Fletcher","pre1935","none","none","","",""
"Sir Nigel","1 (a)","Y","Y","J.T. Gray","pre1940","none","none","","","Fl. very large, deep golden yellow"
"Sir Robert","2 (b)","W","","W.A. Watts","pre1939","none","none","","",""
"Sir Roger","1 (a)","Y","Y","W. Balch","pre1933","none","none","","",""
"Sir Samuel","2","W","P","W.M. Spry","pre1973","none","none","‘Dorothy Strom’","‘Longeray’","2n=28"
"Sir Wroth","3 (b)","W","","J.W. Paardekooper","pre1931","none","none","","",""
"Sirdar","2 (b)","W","Y","Mrs R.O. Backhouse","pre1908","none","none","","","Perianth segments silvery white, overlapping; corona deeply ribbed, light creamy yellow, frilled. Tall"
"Sire","1 (a)","","","A. Overdevest","pre1952","none","none","","",""
"Siren","5","W","W","G.H. Engleheart","pre1897","none","none","White Div. 1","{N. triandrus}","Corona long"
"Sirene","1 (c)","W","W","de Graaff Bros","pre1923","none","none","","",""
"Sirene","3 (b)","W","","J. Pope","pre1923","none","none","","",""
"Sirius","2 (b)","W","YYO","MrsLawrenson","pre1897","none","none","‘Princeps’","{N. radiiflorus} var. {poetarum}","Perianth segments ovate or somewhat oblong, blunt, prominently mucronate, a little inflexed, with margins wavy, separated; the inner segments not noticeably mucronate, with margins more stongly wavy or twisted; corona short funnel-shaped, ribbed, greenish yellow, with a broad band of reddish orange at rim, mouth straight, wavy, rim crenate. Early"
"Sirocco","3 (c)","W","W","The Brodie of Brodie","c.1930","none","none","‘Mystic’","‘Dactyl’","Perianth segments pure white"
"Siskin","3 (a)","Y","","G.H. Engleheart","pre1923","none","none","","",""
"Siskiyou","2 (b)","W","","Oregon Bulb Farms","pre1951","none","none","","",""
"Siva","2 (a)","","","W.A. Grace","pre1938","none","none","","",""
"Siva","5","","","","pre1913","none","none","","",""
"Siwah","2 (a)","Y","O","P. van Deursen","pre1953","none","none","","","Perianth segments clear yellow. Very early"
"Skipton","2 (a)","Y","Y","","pre1956","none","none","","","Corona large, widely expanded"
"Skyblaze","8","W","R","J.C.Williams","pre1927","none","none","","","Resembles a somewhat larger and slightly earlier-flowered `Glorious'"
"Skylark","2 (a)","Y","O","","","none","none","","",""
"Skylark","2 (a)","Y","","L. van Leeuwen & Son","pre1942","none","none","","",""
"Skyline","2 (b)","W","Y","Sir J.S. Arkwright","pre1936","none","none","","","Corona lemon yellow"
"Skylon","7","Y","YRR","T.A.V. Wood","pre1951","none","none","","","Fls 2 per stem, 66 mm wide; perianth segments broadly ovate, blunt, yellow, with white mucro, slightly reflexed, plane, overlapping half; the inner segments with margins wavy; corona shallow cup-shaped, ribbed, orange-red, with a band of yellow at base, mouth expanded, even, rim minutely crenate. Dwarf. Late. 2n=22"
"Skymaster","2 (a)","Y","YYO","de Graaff Bros","pre1946","none","AM Haarlem  1946 ","","","Perianth segments apricot yellow; corona with a broad band of orange at rim"
"Slemish","2 (c)","W","W","G.L. Wilson","pre1930","none","AM(e)  1935 FCC(e)  1939 AM Haarlem  1938 ","‘Findhorn’","‘Beersheba’","Fl. forming a double triangle; perianth segments broadly ovate, blunt, only slightly mucronate, opening greenish white, becoming pure white, spreading, plane, with margins minutely incurling, overlapping half; the inner segments narrower, with margins more or less strongly wavy; corona cylindrical, smooth, ivory white, with mouth expanded, rim rolled and broadly crenate"
"Slender","0","","","K.J. Heazlewood","c. 1967","none","none","‘Barrington Gold’","‘Vigi’",""
"Slieveboy","1 (a)","Y","Y","G.L. Wilson","pre1953","none","*AM(g)  1970 ","‘Royalist’","‘Gold-digger’","Fl. 102 mm wide; perianth segments very broadly ovate, slightly mucronate, vivid yellow 12A, smooth, overlapping half; the inner segments more narrowly ovate, a little twisted; corona straight-sided, rich deep golden yellow, with mouth ribbed and expanded, rim reflexed and regularly dentate"
"Slieverue","1 (c)","W","W","J.L. Richardson","pre1938","none","none","‘White Emperor’","‘Beersheba’","Corona somewhat narrow, with rim rolled"
"Sligo","2 (a)","Y","Y","J.L. Richardson","pre1943","none","none","‘Royalist’","‘Crocus’","2n=28. Closely resembles a much later-flowered `Galway'"
"Slimkow","1 (c)","W","W","C.O. Fairbairn","","none","none","","",""
"Sly Puss","0","","","Alister Clark","pre1948","none","none","","",""
"Smaragd","2 (b)","W","","G.A. Uit den Boogaard","pre1937","none","none","","",""
"Smasher","1 (d)","Y","W","Mrs C.O. Fairbairn","","none","none","","",""
"Smiler","1 (b)","W","","G. Lubbe & Son","pre1937","none","AM Haarlem  1937 ","","",""
"Smyrna","9","W","GOO","The Brodie of Brodie","c.1926","none","AM(e)  1933 ","‘James Hogg’","‘Ace of Diamonds’","Fl. rounded; perianth segments very broad, truncate, pure white, spreading, of good substance, deeply overlapping; corona proportionately large, disc-shaped, ribbed, bright reddish orange, paling towards base, with base moss green. Earlier-flowered than most Poeticus daffodils"
"Snipe","6","W","W","A.M. Wilson","pre1948","none","AM(p)  1953 AM Haarlem  1959 ","‘W.P.Milner’","{N. cyclamineus}","Perianth segments narrowly ovate, acute, opening pale yellow, soon becoming white, reflexed, with margins inward-rolling, separated; corona cylindrical, lightly ribbed, opening brilliant yellow 8A, becoming yellowish white, with mouth expanded, rim notched and crenate"
"Snow Bird","5","","","","","none","none","","",""
"Snow Cloud","3 (b)","","","F.H. Chapman","pre1913","none","none","","",""
"Snow Crest","2 (c)","W","W","Barr & Sons","pre1908","none","none","{N.} x {poculiformis}","{N. poeticus}","Corona closely ribbed, heavily ruffled"
"Snow Crown","1 (c)","W","W","The Brodie of Brodie","pre1928","none","none","‘White Emperor’","‘Beersheba’",""
"Snow Dream","2 (c)","W","W","W.J. Dunlop","pre1953","none","none","‘Niphetos’","‘Truth’","Perianth segments roundish, pure white, smooth, of thick substance; corona opening cream, soon becoming white, with rim rolled. Early"
"Snow Elf","1 (c)","W","W","de Graaff Bros","pre1907","none","none","","",""
"Snow Gem","3 (b)","W","O","C.W. Culpepper","","none","none","‘Firetail’","‘Franciscus Drake’","Corona reddish orange. 2n=28"
"Snow Glory","1 (c)","W","W","R.H. Bath","pre1927","none","none","","",""
"Snow Goose","1 (c)","W","W","J.L. Richardson","pre1952","none","none","‘Spitzbergen’","‘Truth’","Fl. snow white; perianth segments of thick substance; corona frilled, with rim dentate"
"Snow King","1 (c)","W","W","","pre1892","none","none","","","Fl. snow white. Early"
"Snow King","9","W","YYR","E.M. Crosfield","pre1909","`Christina Rosetti'","AM Haarlem  1927 ","","","Fl. large; perianth segments broad, squarish at apex, slightly mucronate, spreading, somewhat creased, of great substance, overlapping one-third to a half; the inner segments narrower and ovate, a little inflexed, with margins wavy or sometimes recurved at base; corona small disc-shaped, vivid yellow, with a narrow band of red at rim. Tall"
"Snow Lily","5","W","W","Barr & Sons","pre1923","none","none","","","Fl. rounded, snowy white; perianth segments overlapping; corona ribbed"
"Snow Nymph","5","","","Barr & Sons","pre1923","none","none","‘Albatross’","{N. triandrus} var. {loiseleurii}",""
"Snow Queen","2 (c)","W","W","R.A. van der Schoot","pre1931","none","*C(g)  1936 *AM(g)  1939 *FCC(g)  1947 ","","","Perianth segments overlapping; corona expanded, opening with pale buff yellow at rim, soon becoming self creamy white. Mid-season. 2n=28"
"Snow Queen","3","W","","","","none","none","","",""
"Snow Queen","5","","","E.M. Crosfield","pre1908","none","none","","",""
"Snow Ring","9","","","","pre1913","none","none","","",""
"Snow Shoe","9","W","GYR","G.H. Engleheart","pre1908","none","AM 1908 ","","","Perianth segments reflexed, with margins wavy; corona bright canary yellow, with crimson at rim"
"Snow Star","2 (c)","W","W","Mrs P.M. Davis","pre1948","none","none","","",""
"Snowball","4","W","W","W. Welchman","pre1907","none","none","","",""
"Snowball","4","W","W","G.A. Uit den Boogaard","pre1937","none","AM Haarlem  1938 FCC Haarlem  1944 ","","","Perianth segments broadly ovate in outline, blunt or truncate at apex, fairly prominently mucronate, pure white, spreading or a little inflexed, concave or with margins incurling, overlapping half; the inner segments with margins wavy and sometimes nicked; corona segments one-third as long as the perianth segments, opening pure white, becoming ivory white, inflexed and closely overlapping at first, more spreading later, and more loosely arranged. Scented"
"Snowbank","1 (c)","W","W","W.J. Eldering & Son","pre1928","none","AM Haarlem  1937 ","","",""
"Snowbell","5","W","GWW","G.H. Johnstone","pre1944","none","none","","",""
"Snowbird","5","","","P.D. Williams","pre1908","none","none","","","Fls 2 per stem; perianth segments acute, slightly reflexed; corona cup-shaped"
"Snowbound","1","W","W","J.N. Hancock & Co.","","none","none","","","Fl. opening cream, quickly becoming pure glistening white; perianth segments acute"
"Snowboy","4","","","","pre1950","none","none","","",""
"Snowcap","1 (c)","W","W","D.H.L. Corrigan","pre1949","none","none","","",""
"Snowdrift","5","","","","pre1925","none","AM Haarlem  1925 ","","",""
"Snowdrop","5","W","W","G.H. Engleheart","pre1893","none","FCC 1897 ","{N. moschatus}","{N. triandrus}","Fls sometimes 2 per stem, clear white, facing down; perianth spreading; corona cylindrical. Resembles a white and somewhat larger 'Mrs George Cammell'"
"Snowfall","2 (c)","W","W","G.L. Wilson","pre1950","none","none","","","Fl. ice white"
"Snowfield","1 (c)","W","W","G.H. Engleheart","pre1923","none","none","","",""
"Snowflake","5","W","W","","pre1933","none","none","","","Fls 1-3 per stem, pure white"
"Snowflake","8","W","W","","","none","none","","",""
"Snowflake","8","","","French origin","pre1927","none","none","","",""
"Snowline","2 (c)","W","W","G.L. Wilson","pre1953","none","AM(e)  1953 ","‘Niphetos’","‘Zero’","Fl. 127 mm wide, opening pale lemon, soon becoming white; perianth segments broad, smooth, overlapping"
"Snowman","1 (c)","W","W","J. Bankhead","pre1950","none","none","","",""
"Snowscape","1 (c)","W","W","G.H. Engleheart","pre1923","none","none","","","Fl. 89 mm wide, facing slightly downwards; perianth segments creamy white, inflexed, overlapping half; corona narrow at base, opening pale cream, becoming creamy white, mouth expanded, with rim dentate and widely flanged. Mid-season to late"
"Snowshoe","9","W","GYR","","","none","none","","",""
"Snowstorm","1 (c)","W","W","H. Backhouse","pre1910","none","none","","",""
"Snowvale","3","W","W","K.J. Heazlewood","c. 1967","none","none","‘Vigilant’","‘Whitefoord’",""
"Sobriety","2","W","Y","J.N. Hancock & Co.","c. 1975","none","none","","",""
"Socrates","1","Y","Y","","","none","none","","",""
"Socrates","9","W","YYR","G.H. Engleheart","pre1890","none","AM 1911 ","","","Fl. 61 mm wide; perianth segments pure white, overlapping two-thirds; corona almost disc-shaped, lemon, with a broad band of deep scarlet at rim, with the rim dentate. Mid-season to late"
"Sodium","9","W","","F.H. Chapman","pre1936","none","none","‘Acme’","{N. poeticus}",""
"Sofina","8","","","","pre1939","none","none","","",""
"Soir�e","2 (b)","W","","Konynenburg & Mark","pre1953","none","none","","",""
"Sol","1 (a)","Y","Y","G.H. Engleheart","pre1894","none","none","","","Perianth segments soft pale yellow; corona deep rich yellow. Late"
"Sol","1","Y","Y","W. Jackson Jr","1968","none","none","‘Jobi’","‘Farmington’",""
"Solange","2 (b)","W","","C.G. van Tubergen","pre1946","none","none","","",""
"Solar Star","3 (b)","W","","A.M. Wilson","pre1937","none","none","’Folly’ hybrid","",""
"Solario","2 (b)","W","Y","J.L. Richardson","pre1927","none","none","","","Perianth segments of thick substance; corona deep yellow, with rim widely rolled. 2n=28"
"Soldier","2 (a)","Y","","The Brodie of Brodie","c.1929","none","none","‘Knipp’","‘Fortune’",""
"Solesmes","9","","","A.M. Wilson","pre1931","none","none","","",""
"Solfatare","2 (a)","Y","Y","G.H. Engleheart","pre1903","none","none","","","Fl. pale lemon yellow; perianth segments broad; corona widely expanded"
"Solferino","1 (a)","Y","Y","C.G. van Tubergen","pre1930","none","*AM(g)  1936 AM Haarlem  1920 ","","","Fl. pale sulphur yellow; perianth segments overlapping; corona large, with a slightly darker tone at rim, mouth flared, with rim crenate. Mid-season. 2n=29"
"Solid Gold","1 (a)","Y","Y","Slieve Donard Nursery Co.","pre1931","none","AM(e)(c)  1931 FCC(e)  1936 ","","","Fl. clear golden yellow; perianth segments broad, spreading, smooth, overlapping; corona slender, with rim neatly flanged"
"Solidity","1 (a)","","","J. Bankhead","pre1950","none","none","","",""
"Solidset","0","","","","pre1913","none","none","","",""
"Solleret","7","Y","Y","G.H. Engleheart","pre1923","none","AM(e)  1929 ","","","Fl. rich golden yellow; perianth segments ovate, noticeably mucronate, spreading, plane, overlapping one-third; corona funnel-shaped, darker in tone than the perianth segments, mouth straight, with rim shallowly notched and crenate. Tall. Richly scented"
"Solo","1 (a)","Y","Y","D. Heere","pre1908","none","AM Haarlem  1912 ","‘Golden Spur’ hybrid","",""
"Sologne","2 (a)","Y","O","J. Gerritsen & Son","pre1944","none","AM Haarlem  1944 ","","","Corona reddish orange"
"Solomon","9","","","F.H. Chapman","pre1928","none","none","","",""
"Solon","8","Y","Y","","pre1798","none","none","","","Fl. sulphur yellow"
"Soloptic","2 (a)","","","P.D. Williams","pre1930","none","none","","",""
"Solva","1 (a)","","","A.M. Wilson","pre1950","none","none","","",""
"Solveig","1 (b)","W","Y","Barr & Sons","pre1932","none","none","","","Perianth segments creamy white; corona soft creamy lemon yellow"
"Snowdon","5","","","H. Prins","pre1929","none","none","","",""
"Somali","2 (a)","Y","YOO","J.L. Richardson","pre1949","none","none","‘Rosslare’ open pollinated","","Perianth segments bright yellow; corona widely expanded, reddish orange, paling to gold at base. Late"
"Somers","2 (b)","W","Y","R. Gibson","pre1927","none","none","","",""
"Somerset","1 (a)","Y","Y","W.T. Ware","pre1915","none","none","","","Fl. 114 mm wide; perianth segments acute, with margins wavy; corona with rim flanged"
"Somerset","3 (b)","W","","A.M. Wilson","pre1938","none","none","","",""
"Sompting","3 (b)","W","","Sir F.C. Stern","pre1948","none","none","","",""
"Sonata","9","W","GYR","G.H. Engleheart","pre1910","none","AM 1911 *AM(g)(m)  1931 *(Kirton)AM(g)(m)  1934 ","","","Fl. 73 mm wide; perianth segments rounded, white, with lemon at base, somewhat reflexed, overlapping two-thirds; corona almost disc-shaped, sulphur yellow, greenish at base, with a well-defined narrow band of bright red at rim. Late. 2n=14"
"Sonatine","1 (b)","W","","C. Alkemade","pre1944","none","none","","",""
"Song Lark","2 (a)","Y","O","O. Ronalds","pre1939","`Skylark'","none","‘Militant’","‘Fortune’","Perianth segments broad, deep yellow, smooth; corona large, deep reddish orange"
"Songbird","2 (b)","W","","Mrs F.S. Foote","pre1940","none","none","","",""
"Songster","2","W","YPP","G.H. Johnstone","pre1960","none","none","","",""
"Songster","3 (b or c)","W","","W.A. Watts","pre1916","none","none","‘Mrs Thomson’","’Ornatus’",""
"Sonia","2","W","W","","","none","none","","",""
"Sonietta","2 (c)","W","W","G.H. Johnstone","pre1951","`Sonia'","none","","",""
"Sonja","2 (a)","Y","O","P.D. Williams","pre1930","none","AM Haarlem  1930 ","","","Perianth segments pale yellow; corona shallow, widely expanded"
"Sonnet","0","","","","","none","none","","",""
"Sonnet","9","","","G.H. Engleheart","pre1903","none","none","","","Fl. rounded, of heavy substance; corona vividly coloured"
"Sonnet","9","W","YYR","M.J. Jefferson-Brown","c. 1973","none","none","‘Cantabile’ hybrid","",""
"Sonnica","2 (b)","W","O","de Graaff Bros","pre1943","none","AM Haarlem  1943 ","","",""
"Sonora","1 (c)","W","W","Barr & Sons","pre1929","none","none","","",""
"Sophia","2 (b)","W","Y","","pre1927","none","AM Haarlem  1927 ","","","Perianth segments rounded at apex; corona shallow, orange-yellow, frilled"
"Sophia Dix","2 (a)","","","J.A. van der Zwet & Sons","pre1950","none","AM Haarlem  1950 ","","",""
"Sorbonne","0","","","Alister Clark","pre1948","none","none","","",""
"Sorcerer","3 (b)","W","","F.H. Chapman","pre1910","none","none","","",""
"Sordello","8","","","P.D. Williams","pre1915","none","none","","",""
"Sorello","3 (b)","W","WWO","The Brodie of Brodie","pre1929","none","none","‘Dactyl’","‘Mystic’","Resembles a larger `Marco' with a narrower band of colour at corona rim"
