cultivar,division,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
Embee,9,W,GOR,M.F. Butcher,,none,none,Poeticus sdlg 5/9,sdlg P3 (‘Cantata’ x ‘Rondo’),Fl. 55 mm wide; perianth segments roundish; corona disc-shaped. Mid-season
Evesham,3,W,GYY,J.S.B. Lea,,none,none,‘Loch Assynt’,sdlg 68/15A,"Fl. 113 mm wide; perianth segments very broadly ovate, smooth; corona very shallow bowl-shaped, with rim neatly dentate. Tall. Mid-season"
Flying Cloud,2,YYW,WWY,D.N.Y. Olson,,none,none,Sdlg,‘Camelot’,"Fl. forming a double triangle, 100 mm wide; perianth segments broadly ovate, blunt, prominently mucronate, medium bright yellow, with stronger yellow towards base and a well-defined band of white at base, spreading, plane, regular, overlapping one-third to a half; the inner segments slightly twisted, rounded at shoulder; corona cylindrical, white, with a very narrow band of golden yellow at rim, mouth a little expanded, rim shallowly notched and slightly rolled. Mid-season"
Friend Jim,2,Y,Y,J.A. O'More,1975-03-30,none,none,‘Camelot’,‘Director’,"Fl. 115 mm wide; perianth segments broadly ovate, vivid yellow 9B; corona narrow, a little brighter in tone (12A) than the perianth, with mouth slightly expanding. Late"
Golden Topaz,2,Y,O,Ballydorn Bulb Farm,,none,none,2 Y-O,’Golden Amber’,"Fl. rounded, 100 mm wide; perianth segments broadly ovate, very smooth; corona flushed orange gold, with mouth slightly lobed and rim entire. Mid-season. Sunproof"
Hanley Swan,1,W,W,J.S.B. Lea,,none,none,‘Panache’,sdlg 1-11-71,"Fl. 112 mm wide; perianth segments broadly ovate, smooth, deeply overlapping; corona narrowly funnel-shaped, with mouth flared and rim neatly dentate. Early"
Hill Head,9,W,GGR,Ballydorn Bulb Farm,,none,none,‘Cantabile’ open pollinated,"","Fl. 75 mm wide; perianth segments slightly reflexed; corona disc-shaped, jade green, with a broad band of red at rim. Late. 2n=14"
Icelette,2,W,P,A.W. Chappell,,none,none,‘Inverpolly’,‘Recital’,"Fl. rounded, 105 mm wide; perianth segments very smooth; corona bright pink. Late"
Jocelyn Thayer,3,W,YYO,Clive Postles,,none,none,‘Avenger’,‘Ben Loyal’,"Fl. rounded, 100 mm wide; perianth segments broadly ovate, prominently mucronate, pure white; corona cylindrical, with rim neatly dentate. Mid-season"
Kiltonga,2,W,YYR,Ballydorn Bulb Farm,,none,none,"","","Fl. 78 mm wide; perianth segments broadly ovate, deeply overlapping; corona very shallow bowl-shaped, yellow, with red at rim extending into the mid-zone. Mid-season to late. 2n=28"
Lisnamulligan,3,W,R,Ballydorn Bulb Farm,1980-03-30,none,none,‘Woodland Star’,‘Faraway’ hybrid,"Fl. 95 mm wide; perianth segments pure white, plane; corona disc-shaped, ribbed, deep red, with green noticeable in tube. Mid-season to late"
Moon Ranger,3,Y,YYO,Ballydorn Bulb Farm,1975-03-30,none,none,"","","Fl. 75 mm wide; perianth segments broadly ovate, sulphur yellow; corona yellow, with a wide band of reddish orange at rim and the rim entire. Mid-season to late"
Norma Anderson,4,Y,R,C.F. Anderson,1980-03-30,none,none,‘Warne’,‘Falstaff’,Fl. 80 mm wide. Early
Petite Rose,2,W,P,A.W. Chappell,,none,none,‘Silent Wonder’,‘John’s Pink’,"Fl. 50 mm wide; corona bright pink, with a darker tone at rim. Mid-season"
Port Patrick,3,W,GOR,Ballydorn Bulb Farm,1980-03-30,none,none,‘Portstewart’,‘Northern Spell’,"Fl. 70 mm wide; perianth segments roundish, very smooth; corona very shallow bowl-shaped, brightly coloured. Late. 2n=29"
Rheban Red,2,Y,O,J.M. Radcliff,,none,none,"","","Fl. forming a double triangle, 103 mm wide; perianth segments very broadly ovate, blunt, rich golden yellow, spreading and a little concave, regular, overlapping half or more; the inner segments shouldered at base; corona strong reddish orange, widely expanded and lightly frilled. Tall. Sunproof. Resembles `No Peer'"
Rheban White,1,W,W,J.M. Radcliff,1980-03-30,none,none,‘Lady Slim’,‘Rashleigh’,"Fl. 100 mm wide, pure white; perianth segments broadly ovate, spreading, overlapping half; corona funnel-shaped, with yellow noticeable in tube, lightly frilled, with rim rolled. Mid-season"
Roland's Horn,2,W,Y,D.N.Y. Olson,,none,none,‘Green Island’ open pollinated,"","Fl. 85 mm wide; perianth segments broadly ovate, blunt or truncate, not prominently mucronate, clear white, strongly reflexed, of good substance, overlapping half or more; the inner segments only a little more narrowly ovate, rounded at shoulder to a narrow base; corona short funnel-shaped, greenish yellow, with mouth straight, rim minutely and closely notched; the corona encircled at about mid-point by an extra growth similarly notched. Late to very late"
Snowy River,2,W,GWW,A.W. Chappell,,none,none,‘Egmont Snow’ open pollinated,"",Fl. 110 mm wide; perianth segments roundish; corona with mouth slightly flared. Tall. Mid-season
Star of Strathearn,2,W,GWW,D.N.Y. Olson,,none,none,(‘Greenland’ x ‘Empress of Ireland’),‘Immaculate’,"Fl. 95 mm wide, clean white; perianth segments very broadly ovate, only very slightly mucronate, inflexed, plane, with margins nicked, smooth and of good substance, with midrib showing, overlapping half; the inner segments more narrowly ovate; corona cylindrical, narrowly ribbed, with mouth expanded and closely frilled, rim crenate. Late"
Watership Down,2,W,W,Clive Postles,,none,none,‘Burntollet’,‘Canisp’,"Fl. 98 mm wide, pure white; perianth segments ovate, smooth; corona slightly flared, with rim neatly dentate. Early"
Pink Puff,4,W,P,W.G. Pannill,,none,none,‘Androcles’,‘Alumna’,Mid-season to late
Peggy White,2,W,W,W.G. Pannill,1980-03-30,none,none,‘Easter Moon’,‘Cataract’,"Perianth segments broadly ovate, blunt, only very slightly mucronate, a little reflexed, plane, deeply overlapping; the inner segments spreading, with margins wavy; corona cylindrical, broadly ribbed, mouth a little flared, even, rim minutely crenate. Mid-season"
Naivasha,2,W,P,Brian S. Duncan,,none,none,‘Pismo Beach’,‘High Society’,"Fl. rounded, 112 mm wide; perianth segments very broadly ovate, blunt and prominently mucronate, spreading, shallowly concave, smooth, overlapping half; the inner segments narrower, somewhat inflexed, square-shouldered at base; corona bowl-shaped, smooth, deep rose pink, paler at base and with lilac tones, mouth expanded and frilled, rim crenate. Mid-season to late"
Masai Mara,2,W,GYP,Brian S. Duncan,,none,none,‘Pismo Beach’,‘High Society’,"Fl. 110 mm wide; perianth segments broadly ovate, blunt, prominently mucronate, pure white, spreading, smooth, with broad midrib showing, regular, overlapping half; corona deep bowl-shaped, opening deep yellow, becoming whitish lemon, with green at base and a distinct band of pink at rim, mouth even, rim crenate. Tall. Mid-season to late"
Magna Vista,6,W,W,W.G. Pannill,1980-03-30,none,none,‘Jenny’,‘Panache’,"Fl. about 90 mm wide; perianth segments slightly reflexed; corona expanded, with rim deeply dentate. Mid-season"
Lady Love,2,W,GPP,Brian S. Duncan,,none,none,"","",""
Kamau,9,W,GYR,Brian S. Duncan,,none,AM 2001 ,‘Como’ open pollinated,"","Fl. forming a double triangle, 70 mm wide; perianth segments very broadly ovate in outline, blunt or squarish at apex; prominently mucronate, pure white, tinged yellow at base, slightly reflexed, concave, smooth, overlapping half; the inner segments more nearly spreading, with margins incurling; corona disc-shaped, lightly ribbed, yellow, tinged green at base, with a band of red at rim, mouth wavy, sometimes split and overlapping, with rim minutely and irregularly notched and dentate. Late. Sunproof"
Jambo,2,Y,R,Brian S. Duncan,,none,none,‘Shining Light’,‘Torridon’,"Fl. 98 mm wide; perianth segments very broadly ovate, blunt, only very slightly mucronate, deep golden yellow, spreading, very smooth, overlapping half; the inner segments more narrowly ovate, square-shouldered at base, a little inflexed; corona cup-shaped, very broadly ribbed, deep orange-red, mouth straight, even or very lightly frilled, rim entire and occasionally split. Early to mid-season. Sunproof"
Foundation,2,W,W,W.G. Pannill,1978-03-30,none,none,‘Panache’,‘Canisp’,""
Dressy Bessie,2,W,GYO,W.G. Pannill,1976-03-30,none,none,‘Hotspur’,‘Larry’,Late
City Club,1,Y,Y,W.G. Pannill,1971-03-30,none,none,‘Slieveboy’,‘Arctic Gold’,""
Chilito,2,Y,R,W.G. Pannill,,none,none,‘Torridon’,(‘Uncle Remus’ x ‘Javelin’),Mid-season to late
Cathedral Hill,6,W,Y,W.G. Pannill,1977-03-30,none,none,‘Jenny’,pink sdlg x ‘Alpine Glow’,Mid-season
Amboseli,3,Y,YYR,Brian S. Duncan,,none,none,‘Dilemma’,‘Rotarian’,"Fl. rounded, 108 mm wide; perianth segments very broadly ovate, rounded at apex, deep lemon yellow, with slight white mucro, spreading, concave at apex, smooth, overlapping half; the inner segments roundish; corona shallow bowl-shaped, ribbed, yellow, with a clearly defined band of deep orange-red at rim, mouth expanded and loosely frilled. Tall. Mid-season to late"
Sam Hunt,9,W,GYR,M.F. Butcher,,none,none,‘Rupert Brooke’,‘Rondo’,Fl. 55 mm wide; perianth segments roundish; corona disc-shaped. Mid-season
New Generation,1,Y,WWY,J.W.A. van der Wereld,1978-03-30,none,none,‘Lunar Sea’,‘Rus Holland’,"Fl. 100 mm wide; perianth segments broadly or very broadly ovate, blunt, brilliant greenish yellow 5A, with prominent white mucro, a little reflexed, plane, overlapping one-third to a half; the inner segments more nearly spreading, slightly concave and somewhat twisted, with margins notched; corona cylindrical, opening yellow, becoming pale yellowish white (2D), touched with a darker tone (5 or 6A) at rim, mouth expanded and frilled, rim flanged and irregularly notched. Tall. Mid-season"
Inchbonnie,2,YYW,WWY,D.N.Y. Olson,,none,none,‘Bethany’,‘Honeybird’,"Fl. 89 mm wide; perianth segments broad, rounded at apex, only very slightly mucronate, mid-yellow, with white at base, spreading; corona cylindrical, white, with golden yellow outside and in a narrow band at rim, mouth slightly expanded and occasionally a little frilled, rim dentate. Resembles `Silken Thomas' but with more contrast in colour between perianth and corona. Mid-season"
Yazz,7,W,P,W.G. Pannill,1980-03-30,none,none,Pink sdlg,{N. jonquilla},Mid-season to late
Swift Arrow,6,Y,Y,G.E. Mitsch,1977-03-30,none,AGM 2001 ,Sdlg B45/12 (sdlg P50/1 x ‘Flaming Meteor’),{N. cyclamineus},"Perianth segments ovate in outline, blunt or truncate at apex, clear deep yellow, with slight white mucro, strongly reflexed, overlapping half or more; the inner segments with margins wavy or incurling; corona cylindrical, lightly angled, slightly deeper in tone than the perianth segments, sometimes with undertones of orange, mouth flared, rim notched. Early. Resembles a slightly earlier-flowered `Warbler' with more yellow than green at base of perianth and corona"
Siberian Pink,4,W,P,G.E. Mitsch,1977-03-30,none,none,‘Quick Step’,’Ocarino’,"Fl. 110 mm wide, of heavy substance. Mid-season"
Scarlet Chord,2,Y,R,G.E. Mitsch,1981-03-30,none,none,Sdlg 2H59/4 (‘Chemawa’ x ‘Brer Fox’),‘Loch Hope’,"Fl. rounded; per. segments clear yellow; corona bowl-shaped, bright orange-red, with mouth straight. Early"
Pink Tango,11,W,P,G.E.Mitsch & R. & E.Havens,1975-03-30,none,none,Sdlg C53/11 ([‘Loch Maree’ x ‘Radiation’] x ‘Accent’),‘Phantom’,"Fl. of strong colour and heavy substance; perianth segments broadly ovate, clean white, spreading, with margins incurling, overlapping half; the inner segments with margins wavy or more strongly incurved; corona split to base, the six segments half as long as the perianth segments and closely overlying them, ribbed, clear pink, heavily frilled. Mid-season. Resembles a more heavily frilled `Phantom' of deeper colour"
Pink Sky,4,W,P,G.E. Mitsch,1977-03-30,none,none,‘Pink Chiffon’,sdlg A6/5 (‘Caro Nome’ x ‘Carita’),Fl. 120 mm wide. Mid-season
Lemon Brook,2,YYW,W,G.E. Mitsch,1979-03-30,none,none,‘Euphony’ open pollinated,"","Perianth segments broadly ovate, deep lemon yellow, with white at base; corona cylindrical, becoming pure white at maturity, mouth straight and frilled. Late"
Honey Pink,2,Y,P,G.E. Mitsch,1975-03-30,none,none,‘Euphony’,‘Amberjack’,"Fl. smooth; perianth segments creamy lemon yellow, of heavy substance; corona bowl-shaped, creamy pastel pink, with mouth slightly flared and a little frilled. Mid-season"
Gold Velvet,1,Y,Y,G.E. Mitsch,1978-03-30,none,none,‘Aurum’,‘Arctic Gold’,"Perianth segments deep yellow, very smooth; corona cylindrical, deep yellow with orange undertones. Early"
Golden Years,6,Y,Y,G.E. Mitsch,1979-03-30,none,none,Sdlg F91/1 (‘Focal Point’ x ‘Salem’),{N. cyclamineus},"Fl. clear yellow; perianth segments broadly ovate, blunt, with slight white mucro, strongly reflexed, with margins slightly incurling at apex, smooth, overlapping half or more; corona narrowly funnel-shaped, smooth, with mouth straight and lightly frilled, rim irregularly notched and crenate. Early. Resembles `Rapture' but with broader perianth segments and a differently shaped corona"
Cool Evening,11,W,P,G.E. Mitsch,1979-03-30,none,none,Sdlg C35/16 (‘Precedent’ x ‘Accent’),‘Phantom’,"Perianth segments broadly ovate, blunt, slightly mucronate, a little reflexed, overlapping one-third to a half; the inner segments with margins incurling or wavy; corona split to base, the six segments one-third to half as long as the perianth segments and opposite and closely overlying them, bi-lobed, ribbed, delicate pink. Mid-season. Resembles a slightly smaller `Phantom' of true pink"
Christmas Valley,4,W,P,G.E. Mitsch,1977-03-30,none,none,‘Pink Chiffon’,sdlg C7/22 (‘Carita’ x ‘Accent’),"Fl. symmetrical, 100 mm wide. Mid-season"
Narok,4,W,O,Brian S. Duncan,,none,none,‘Monterrico’,‘Doctor Hugh’,"Fl. 102 mm wide; perianth and other petaloid segments white; the outer whorl broad, spreading; the inner whorl very slightly narrower and a little inflexed; some smaller segments at centre; corona segments interspersed, deep orange, touched yellow at rim. Mid-season"
Capree Elizabeth,2,Y,P,M.E. Brogden,,none,none,‘Daydream’,sdlg 59/A (‘Salmon Trout’ x ‘Vision’),"Fl. 100 mm wide; perianth segments ovate, acute, light yellow, spreading, plane, very smooth, overlapping; corona funnel-shaped, deep rosy pink, mouth flared, wavy, with rim crenate. Mid-season"
Centrefold,3,W,YYR,G.W.E. Brogden,1975-03-30,none,FCC(e)(NZ) 1991,‘Polar Imp’,‘Bandit’,"Fl. 105 mm wide; perianth segments broad, roundish, truncate, a little concave at margins, smooth and of good substance; the inner segments more nearly ovate; corona very shallow bowl-shaped, yellow, with a broad band of red at rim, mouth sometimes 6-lobed, rim very deeply crenate. Mid-season. Smaller blooms sometimes measuring Div. 2"
Egmont Gold,2,Y,Y,G.W.E. Brogden,1979-03-30,none,none,‘Gold Bank’,‘Daydream’,"Fl. 105 mm wide, deep golden yellow; perianth segments broadly ovate, acute, plane, smooth; corona funnel-shaped, with mouth wavy, rim crenate and lightly rolled. Mid-season"
Egmont King,2,Y,YOR,G.W.E. Brogden,,none,AM 2006,‘Orator’,‘Loch Hope’,"Fl. 115 mm wide; perianth segments broad, mid-yellow, smooth; corona slightly expanding, with yellow at base shading to orange at mid-zone and red at rim, rim dentate. Early to mid-season"
Fairy Charm,2,W,WWP,G.W.E. Brogden,1980-03-30,none,none,Sdlg T38 (sdlg x ‘Fintona’),‘Cool Flame’,"Fl. 95 mm wide; perianth segments ovate, plane, very smooth; corona cup-shaped, white, with a very narrow band of deep rosy pink at rim, mouth straight, rim neatly crenate. Mid-season"
Florence Joy,2,W,W,G.W.E. Brogden,1980-03-30,none,none,‘Guiding Light’,‘Verona’ hybrid,"Fl. 105 mm wide, milk white; perianth segments very broadly ovate, of good substance, very smooth, deeply overlapping; corona cup-shaped, with mouth straight, rim lightly dentate. Early to mid-season"
Galaxy Prince,2,YYW,W,G.W.E. Brogden,1980-03-30,none,none,‘Gold Bank’,‘Daydream’,"Fl. 110 mm wide; perianth segments broad, mid-lemon yellow, touched white at base, slightly twisted, very smooth; corona broad, mouth straight, with rim slightly dentate and lightly rolled. Early to mid-season"
Ice House,2,W,W,G.W.E. Brogden,1981-03-30,none,none,‘Guiding Light’,(‘Empress of Ireland’ x ‘Canisp’),"Fl. forming a double triangle, 110 mm wide, ice white; corona cylindrical, mouth straight, wavy, rim lightly dentate. Early"
Kiwi Moon,2,Y,Y,G.W.E. Brogden,1981-03-30,none,none,’Favourelle’,‘Loch Hope’,"Fl. 100 mm wide; perianth segments very broad, roundish, mid-yellow, smooth and of strong substance; corona more-or-less cylindrical, slightly deeper in tone than the perianth and touched orange with age, rim entire"
On Call,2,W,WWY,G.W.E. Brogden,,none,none,‘Guiding Light’,‘Bandit’,"Fl. 103 mm wide; perianth segments broadly ovate, blunt, spreading, very smooth; corona broad cup-shaped, opening light yellow, becoming white, with a wide band of light yellow at rim, mouth even, rim slightly crenate. Mid-season"
On Target,2,W,Y,G.W.E. Brogden,,none,none,‘Nola’ hybrid,‘Bandit’,"Fl. 105 mm wide; perianth segments very broad, roundish, smooth; corona broad and shallow bowl-shaped, light lime yellow, with mouth lobed, rim entire. Mid-season"
Red Alert,2,Y,R,G.W.E. Brogden,1979-03-30,none,none,‘Orator’,‘Loch Hope’,"Fl. 100 mm wide; perianth segments broad, rounded at apex, golden yellow, very smooth; corona fiery orange-red, with rim dentate. Mid-season"
Sabre,2,Y,R,G.W.E. Brogden,1981-03-30,none,none,(‘Air Marshal’ x ‘Orator’),‘Falstaff’,"Fl. 105 mm wide; perianth segments very broad, rounded at apex, deep yellow, smooth and of great substance; corona large cup-shaped, with rim lightly dentate. Early"
Silver Kiwi,2,W,W,G.W.E. Brogden Bulbs,1975-03-30,none,none,‘Verona’ hybrid,"","Perianth segments roundish, with margins a little incurling, smooth, with a silver sheen, of thick substance; corona shallow bowl-shaped, ribbed, with rim dentate. Mid-season to late"
Some Day,2,Y,R,G.W.E. Brogden,,none,none,‘Orator’,‘Torridon’,"Fl. 100 mm wide; perianth segments broad, deep yellow tinged with gold, very smooth and of good substance, deeply overlapping; corona deep red, with rim neatly dentate. Early to mid-season"
Star Tracker,2,Y,W,G.W.E. Brogden,1979-03-30,none,none,‘Gold Bank’,‘Daydream’,"Fl. 110 mm wide; perianth segments ovate, blunt, soft creamy yellow, plane, smooth; corona funnel-shaped, opening the same colour as the perianth, becoming white, with rim flanged. Mid-season to late"
Topspot,1,W,W,G.W.E. Brogden,1981-03-30,none,none,‘Guiding Light’,(‘Empress of Ireland’ x ‘Canisp’),"Fl. forming a double triangle, 95 mm wide; clean white; perianth segments very broadly ovate, plane, very smooth; corona cylindrical, narrow, with mouth flared and even, rim dentate. Mid-season"
Twilight Zone,2,YYW,WWY,G.W.E. Brogden,1979-03-30,none,none,‘Gold Bank’,‘Daydream’,"Fl. 110 mm wide; perianth segments ovate, acute, mid-lemon yellow, with a broad band of white at base, plane, smooth; corona cylindrical, becoming white, with the upper half light lemon yellow, mouth straight and wavy, rim crenate. Early to mid-season"
Pink Holly,11,W,P,R. & E. Havens,,none,none,‘Space Ship’,sdlg D7/12 (‘Accent’ x sdlg Q97/2),"Corona split, the six segments clear rosy pink, frilled. Mid-season. The corona deeper in tone than that of `Phantom'"
Yellow Pet,10,Y,Y,Moroccan origin,,none,none,"","","Perianth segments narrowly triangular in appearance, shorter than the corona, yellow, obscurely veined green, spreading; corona more-or-less spreading, pale greenish yellow 1-2D, mouth even or a little wavy, rim irregularly crenate and becoming slightly rolled with age. Dwarf. Early. Resembles a `Julia Jane' of paler colour, and a `Joy Bishop' with the corona less markedly lobed"
Oregon Snow,2,W,W,G.E. Mitsch,1974-03-30,none,AGM 2006 ,Sdlg Z40/5 (sdlg N6/1 x ‘Empress of Ireland),‘Queenscourt’,Fl. of heavy substance; corona slightly flared. Mid-season
Petrouchka,3,W,O,The Brodie of Brodie,,none,none,‘Princess Mary’ hybrid,"","Fl. star-shaped; corona disc-shaped, reddish orange"
Belfast City,1,W,W,W.J.E. Dukelow,,none,none,‘Empress of Ireland’,‘White Star’,"Fl. 116 mm wide; perianth segments broadly ovate; corona narrow, with mouth slightly flared. Early. Resembles a `Silent Valley' of purer white"
Treverva,6,Y,Y,R.A. Scamp,,none,none,‘Foresight’,{N. cyclamineus},"Fl. 78 mm wide, at an acute angle to the stem; perianth segments ovate, acute, reflexed, more or less strongly twisted, overlapping at base only; corona cylindrical, narrow, brilliant greenish yellow 4A, slightly darker in tone than the perianth, neatly frilled, with rim flanged. Dwarf. Very early"
Percuil,6,Y,Y,R.A. Scamp,,none,none,‘Saint Keverne’,{N. cyclamineus},"Fl. 74 mm wide, brilliant greenish yellow 4A; perianth segments ovate, blunt, prominently mucronate, reflexed, of thick substance, overlapping one-third; the inner segments a little narrower, more nearly acute, with margins wavy; corona cylindrical, lightly ribbed, with mouth sharply expanded, rim deeply notched and crenate. Dwarf. Very early"
Idless,1,W,W,R.A. Scamp,,none,none,‘Sateen’ self pollinated,"","Fl. forming a double triangle, 104 mm wide, clear white; perianth segments broadly ovate, blunt, fairly prominently mucronate, spreading, plane, overlapping half; the inner segments with margins slightly wavy; corona narrow, mouth expanded, rim notched and widely flanged. Early"
Pennance Mill,2,Y,Y,R.A. Scamp,,none,none,‘Saint Keverne’ open pollinated,"","Fl. 100 mm wide; perianth segments broad, brilliant greenish yellow 3A, deeply overlapping; the inner segments a little narrower; corona funnel-shaped, slightly paler in tone than the perianth, with mouth lobed. Early"
Trehane,6,Y,Y,R.A. Scamp,,none,none,‘Saint Keverne’,{N. cyclamineus},"Fl. 78 mm wide; perianth segments broadly ovate, brilliant greenish yellow 3A, reflexed, overlapping; corona narrowly funnel-shaped, ribbed, slightly paler in tone than the perianth, with mouth a little expanded, neatly frilled. Dwarf. Early"
Yorkey,1,W,P,Jackson's Daffodils,1979-03-30,none,none,‘Value’,‘C.E.Radcliff’,"Fl. 107 mm wide; perianth segments very broadly ovate, blunt, slightly mucronate, greenish white (155A), spreading or a little inflexed, smooth, overlapping half; the inner segments more narrowly ovate, with margins wavy; corona cylindrical, narrow, smooth, light yellowish pink 27A, with mouth expanded and slightly frilled. Early"
Weipa,1,W,Y,Jackson's Daffodils,,none,none,"","","Fl. forming a double triangle, 110 mm wide; perianth segments very broadly ovate, blunt, fairly prominently mucronate, greenish white (155A), spreading, a little concave, smooth and of thick substance, overlapping half; the inner segments more narrowly ovate, slightly inflexed; corona cylindrical, broadly angled, light greenish yellow 3C, with mouth widely expanded and lightly frilled, rim rolled and crenate. Early to mid-season"
Shykoski,4,W,W,Jackson's Daffodils,,none,none,‘Tavelle’,sdlg 116/77,"Fl. rounded, 95 mm wide; perianth and other petaloid segments very broad in outline, blunt or slightly truncate at apex, pure white, of thick texture, overlapping half or more; the outer whorl a little inflexed; the inner whorl slightly shorter, more strongly inflexed; some shorter segments at centre very strongly inflexed, with margins deeply incurled; corona segments shorter than the petaloid segments at centre, crumpled and clustered among them, more loosely arranged between the surrounding whorls, opening bright yellow, becoming creamy white. Mid-season to late"
Sea Legend,2,W,W,Jackson's Daffodils,1981-03-30,none,none,‘Immaculate’,‘Rhapsody’,"Fl. rounded, 98 mm wide, greenish white (155A); perianth segments very broad, blunt, slightly mucronate, spreading, glistening, with midrib showing, overlapping half or more; the inner segments more nearly ovate, square-shouldered at base; corona cylindrical, with green showing in tube, mouth straight and loosely frilled. Mid-season"
Sakura,2,W,OOY,Jackson's Daffodils,,none,none,‘Dorus’,‘Toya’,"Fl. 110 mm wide; perianth segments broadly ovate or roundish in outline, blunt and fairly prominently mucronate, greenish white (155A), spreading, a little concave, with broad midrib showing, overlapping half; the inner segments a little narrower, truncate and only very slightly mucronate, shouldered at base, with margins slightly wavy; corona broad disc-shaped, closely ribbed, strong orange 25B, with narrow band of brilliant greenish yellow 6C at rim, mouth with overlapping and sometimes very deeply split lobes, rim crenate. Mid-season"
Pieman,2,W,Y,Jackson's Daffodils,1980-03-30,none,none,‘Nala’,‘Lod’,"Fl. forming a double triangle, 118 mm wide; perianth segments very broadly ovate, blunt, fairly prominently mucronate, greenish white (155A), stained vivid yellow 14B at margins, spreading, plane, smooth and of thick substance, overlapping half; the inner segments square-shouldered at base; corona short funnel-shaped, smooth, vivid yellow 14B, with mouth expanded and even, rim crenate. Mid-season"
Nakajima,3,Y,R,Jackson's Daffodils,1979-03-30,none,none,‘Kopi’,‘Tia’,"Fl. forming a double triangle, 110 mm wide; perianth segments broadly ovate, blunt, very slightly mucronate, brilliant greenish yellow 6B, spreading, a little concave, overlapping half; the inner segments more narrowly ovate, square-shouldered at base; corona cup-shaped, smooth, orange-red (30B), with mouth straight and wavy. Mid-season"
Mareeba,1,W,Y,Jackson's Daffodils,1979-03-30,none,none,‘Wilbur’,‘Aroonah’,"Fl. forming a double triangle, 115 mm wide; perianth segments very broadly ovate, blunt, only very slightly mucronate, greenish white (155A), spreading, smooth and of thick substance; the inner segments more narrowly ovate, very slightly inflexed; corona cylindrical, lightly ribbed, light greenish yellow 3C, mouth straight, very finely ribbed, even, with rim rolled and crenate. Early to mid-season"
Machan,2,Y,Y,Jackson's Daffodils,,none,none,Sdlg 58/73 (‘Berima’ x ’Gold Script’),‘Gratia’,"Fl. 108 mm wide; perianth segments triangular in appearance, vivid yellow 9A, spreading, plane, smooth and of good substance; corona cylindrical, slightly darker in tone (12A) than the perianth, with mouth straight. Early"
Deleena,2,W,W,Jackson's Daffodils,,none,none,‘Scope’,sdlg 186/76,"Fl. forming a double triangle, 104 mm wide; perianth segments very broadly ovate, blunt, only very slightly mucronate, greenish white (155A), very slightly inflexed, plane, glistening, overlapping half or more; the outer segments overlapping one another; the inner segments more narrowly ovate, with margins sometimes wavy; corona funnel-shaped, usually shorter than the perianth segments, lightly ribbed, yellow-white (4D), with mouth flared and lightly frilled, rim crenate and narrowly rolled. Mid-season"
Buchan,1,Y,Y,Jackson's Daffodils,,none,none,‘Baradoc’,sdlg 3/74,"Fl. 97 mm wide, vivid yellow 9A; perianth segments broadly ovate, blunt; corona cylindrical, narrow, with mouth straight and slightly frilled. Early"
Belushka,2,W,P,Jackson's Daffodils,,none,none,‘Madang’,‘Melancholy’,"Fl. 98 mm wide; perianth segments broad, overlapping; corona with mouth flared and frilled. Mid-season to late"
Gwennap,1,Y,Y,R.A. Scamp,,none,none,‘Empress of Ireland’,‘Fine Gold’,"Fl. 108 mm wide, vivid yellow 12A; perianth segments broadly ovate; corona smooth, mouth a little expanded, neatly and regularly frilled. Mid-season"
Boslowick,11,Y,O,R.A. Scamp,,none,AGM 2002 ,‘Gironde’,‘Paricutin’,"Fl. 95 mm wide; perianth segments very broadly ovate in outline, blunt or rounded at apex, prominently mucronate, dark golden yellow, a little reflexed, overlapping half or more; the inner segments narrower, square-shouldered at base, spathulate, more nearly spreading; corona split to base, the six segments two-thirds the length of the perianth segments, opposite and closely overlying them and joined to them at margins from base to shoulder, squarish at apex, lightly ribbed, vivid orange 28B, a little frilled. Mid-season. Sunproof"
Bosmeor,2,Y,W,R.A. Scamp,,none,none,‘Daydream’ open pollinated,"","Fl. 91 mm wide; perianth segments broadly ovate, soft primrose yellow, overlapping; corona flared, creamy white, with mouth frilled. Early"
Marlborough,2,W,P,R.A. Scamp,,none,none,‘Dailmanach’,‘Accent’,"Fl. 115 mm wide; perianth segments ovate, pure white, deeply overlapping; corona funnel-shaped, clear pink, with mouth wavy, rim neatly crenate. Early to mid-season"
Feock,3,W,YYR,R.A. Scamp,,none,none,‘Corofin’,‘Kimmeridge’,"Fl. 87 mm wide; perianth segments broadly ovate, slightly inflexed; corona bowl-shaped, ribbed, bright yellow, with a well- defined band of bright red at rim. Mid-season"
Menehay,11,Y,O,R.A. Scamp,,none,AGM 2001 ,‘Paricutin’,‘Top Hit’,"Fl. forming a double triangle, 85 mm wide; perianth segments broadly ovate, blunt, slightly mucronate, deep yellow, spreading, somewhat concave, overlapping one-third to a half; the inner segments narrower, spathulate, square-shouldered at base; corona split to base, the six segments half as long as the perianth segments, opposite and closely overlying them and joined to them at the margins from base to shoulder, bi-lobed, bright reddish orange, lightly frilled. Mid-season. Sunproof"
