cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Wagner's Rheingold","1 (a)","Y","Y","J. Kouwenhoven","pre1931","none","AM Haarlem  1931 EFA Haarlem  1932 FCEFAHaarlem  1933 ","","","Fl. golden yellow; perianth segments broad, ribbed; corona large, ribbed, with mouth flared, rim rolled and notched"
"Wandin Glory","1 (a)","Y","Y","S. Morrison","1950","none","none","","","Fl. rich yellow; corona frilled. Early"
"Wandin Queen","2 (b)","W","Y","S. Morrison","1950","none","none","","","Corona opening lemon yellow, becoming creamy yellow with tinges of buff yellow"
"Wedding Gift","2 (c)","W","W","G.L. Wilson","1951","none","none","‘Justice’","‘Guardian’","Fl. 102 mm wide. Mid-season. Resembles `Guardian'"
"Wedding March","2 (b or c)","W","","R.H. Bath","pre1937","none","AM Haarlem  1937 ","","",""
"Wellingtonia","2 (a)","Y","O","H.A. Brown","1936","none","none","","",""
"White Cheerio","2 (b)","W","R","C.E. Radcliff","1946","none","none","‘Puzzle’ x ‘Warflame’","‘Atanga’",""
"White Duchess","11b","W","YYW","J.W.A. Lefeber","1942","none","none","","","Fl. 75 mm wide; corona segments with a longtudinal band of lemon yellow at midrib and white at margins. Late"
"White Emblem","2 (c)","W","W","H. de Graaff & Sons","pre1927","none","FA Haarlem  1927 ","","","Fl. silvery white. Tall. Early"
"White Giant","8","W","O","R.A. van der Schoot","1929","none","AM Haarlem  1929 ","","",""
"White Lodge","1 (c)","W","W","A.O. Roblin","1940","none","none","‘Cora’","‘White Emperor’",""
"White Robigana","3","W","Y","S.J. Bisdee","1938","none","none","‘Silver Plane’","‘Portia’",""
"White Splendour","1 (c)","W","W","L. van Leeuwen & Son","pre1946","none","AM Haarlem  1946 ","","","Perianth segments ivory white; corona creamy white"
"White Superior","1 (c)","W","W","de Graaff Bros","pre1940","none","AM Haarlem  1940 ","","",""
"White Surprise","3","W","W","T. Bloomer","","none","none","‘Chinese White’","‘Bryher’","Perianth segments pure white, of great substance; corona with deep green at base, heavily frilled"
"White Trophy","1 (c)","W","W","de Graaff Bros","pre1940","none","AM Haarlem  1940 ","","",""
"White's Hybrid","8","W","YYR","van Zonneveld Bros & Philippo","1928","none","*HC(g)  1936 *AM(g)  1939 FA Haarlem  1928 AM Haarlem  1928 ","","","Fls 3-4 per stem; perianth segments very broad in outline, blunt or truncate at apex, creamy white, spreading, creased, overlapping half; the inner segments more nearly ovate, rounded at base; corona shallow bowl-shaped, orange-yellow, with some green showing below the stamens and with a very narrow band of red at rim. Mid-season. 2n=24"
"Whitefoord","2 (c)","W","W","C.E. Radcliff","1940","none","none","‘Nymphea’","?‘Mrs W.Moodie’",""
"Willem Mengelberg","1 (a)","","","A. Frylink & Sons","c. 1931","?`Mengelberg'","AM Haarlem  1933 ","","",""
"William the Silent","1 (a)","Y","Y","A. Frylink & Sons","pre1933","`Willem de Zwijger'","AM Haarlem  1933 FCC Haarlem  1937 FA Haarlem  1944 ","","","2n=28"
"Windermere","1 (b)","W","Y","H.A. Brown","pre1936","none","none","","","Corona lemon yellow"
"Wings of Song","3","W","GWW","G.E. Mitsch","1954","none","none","‘Chinese White’","‘Rubra’ x ‘Sylvia O’Neill’","Perianth segments pure white, reflexed; corona opening as if bluish grey, becoming white, with green at base, frilled. Mid-season"
"Winifred Walker","1 (c)","W","W","G. Lubbe & Son","pre1926","none","AM Haarlem  1926 ","","",""
"Winsome Girl","2 (b)","W","","A. Gibson","1930","none","none","","",""
"Winter Bells","8","W","Y","E.W. Cotter","","none","none","‘Silver Chimes’","‘White Owl’","Fls usually about 9 per stem. Scented. Resembles `Grand Monarch'"
"Winter Pride","8","W","O","W. Polman-Mooy","pre1930","none","AM Haarlem  1930 FA Haarlem  1931 ","","","Fl. large; corona clear orange"
"Woburn Mascot","1 (b)","W","","C.E. Buckingham","1940","none","none","","",""
"Woodthrush","6","W","Y","G.E. Mitsch","","none","none","‘Oratorio’","{N. cyclamineus}","Fl. 90 mm wide"
"Yellow Cheerfulness","4","Y","Y","Eggink Bros","1937","none","AM(e)  1946 *AM(p)  1976 AGM 1995 AM Haarlem  1937 FCC Haarlem  1942 ","","","Fls several per stem, 19 mm wide; perianth segments very broadly ovate or roundish, slightly or sometimes fairly prominently mucronate, light greenish yellow 6D, spreading or reflexed, plane, overlapping half; the inner segments more usually spreading, with margins wavy; corona segments half as long as the perianth segments, clustered at centre, vivid yellow 9A, with orange-yellow at rim, inflexed or strongly inflexed. Late to very late. Scented. 2n=24"
"Yellow Diamond","2 or 3 (b or c)","W","","W.F M. Copeland","pre1913","none","none","","",""
"Yellow Imperator","1 (a)","Y","Y","S.G. Gaspar","pre1931","none","AM Haarlem  1931 ","‘Golden Spur’","‘King Alfred’",""
"Yellow Prince","1 (a)","","","","pre1927","none","none","","",""
"Yellow Straight","2 (a)","Y","Y","G. Lubbe & Son","1950","none","none","","",""
"Yellow Trophy","1 (a)","","","P. van Deursen","1932","none","AM Haarlem  1932 ","","",""
"Yellow Underwing","2 (a)","","","P.D. Williams","pre1930","none","AM Haarlem  1930 ","","",""
"Yellow Wonder","1 (a)","Y","Y","L. Buckland","pre1936","none","none","","","Fl. large, rich deep yellow, of strong substance; corona flared"
"Corangamite","1","Y","Y","H.A. Brown","1941","none","none","","","Fl. golden yellow. Mid-season"
"Broomgrove","1 (a)","Y","Y","F.E. Board","","none","none","‘Ormeau’","‘Spanish Gold’","Perianth segments ovate or broadly ovate, blunt and mucronate, spreading or slightly inflexed, overlapping half; corona cylindrical, smooth, mouth slightly expanded, ribbed, with rim crenate. Late. 2n=28"
"Bloemendaal","2","W","W","W.G. Pannill","1974","none","none","‘Broomhill’","‘Cataract’","Fl. 110 mm wide. Mid-season"
"Ferney Creek","1?","Y","Y","","","none","none","","",""
"Cream Crest","1","W","Y","J.N. Hancock & Co.","1963","none","none","","",""
"Double Chance","4","","","J.M. de Navarro","pre1949","none","none","","",""
"Ethel Breen","2","W","P","J.N. Hancock & Co.","1977","none","none","","",""
"F.D.C.Godman","1","Y","Y","","","none","none","","",""
"Fingal's Cave","2 (d)","Y","W","Campbell Duncan","","none","none","‘Fingal’","‘Binkie’","Perianth segments champagne yellow"
"Frilly Pink","2 (b)","W","P","Campbell Duncan","","none","none","‘Shirley Wyness’","‘Karanja’",""
"Galanthiflorus","2","W","W","","pre1884","Poculiformis `Galanthiflorus'","none","","",""
"Golden River","1 (a)","Y","Y","G. Lubbe & Son","pre1936","`Golden Wonder''Gold River'","AM Haarlem  1936 ","","",""
"Helen Thompson","2 (b)","W","P","Campbell Duncan","","none","none","‘Mitylene’ x ’Pink o’ Dawn’","‘Dawnglow’ x ‘Karanja’",""
"Heston Beauty","2 (a)","Y","Y","S.J. Bisdee","","none","none","‘Dorado’","sdlg 3/44",""
"Ivory Tower","1 (c)","W","W","Campbell Duncan","","none","none","‘Ardclinis’","’Broughshane’",""
"Ice Crystal","11a","W","W","J. Gerritsen & Son","","none","none","","","Fl. large; perianth segments pure white; corona segments blush white. Tall. Early"
"Maria M.de Graaff","3","W","O","","","none","none","","",""
"Marshall Tweedie","2 (a)","Y","YOO","H.A. Brown","","none","none","’Carbineer’ hybrid","","Perianth segments broad, golden yellow, plane, smooth; corona bright orange, paling to gold at base. Mid-season"
"Master-at-Arms","2 (b)","W","Y","G.H. Engleheart","pre1901","none","AM 1901 ","","",""
"Mellowtint","2 (b)","W","P","A.O. Roblin","","none","none","‘Nautilus’","‘Pinka’","Perianth segments rich cream; corona cream, flushed apricot pink"
"Mrs D.Walker","2","Y","O","","","none","none","","",""
"Pink Paragon","1 (b)","W","P","S.J. Bisdee","","none","none","Sdlg 120/45","‘Wild Rose’",""
"R.J.C.Meyer","2 (a)","Y","Y","H.R. Meyer","pre1936","none","none","","",""
"Rosy Trumpet","1 (b)","W","P","R.O. Backhouse","pre1928","none","none","","","Fl. 82 mm wide; perianth segments narrowly ovate, acute, creamy white, with green flanked by yellow at midrib beneath, inflexed, strongly and symmetrically twisted, separated; corona funnel-shaped, finely ribbed, orange-pink (near to 26C), paling to creamy white at base, mouth straight, wavy, with rim deeply notched. 2n=14"
"R.Berkeley","1","","","?R.G. Berkeley","pre1933","none","none","","",""
"R.H.Beamish","1 (b)","W","Y","R.H. Beamish","pre1914","none","none","","","Corona pale sulphur yellow"
"Tarantella","9","W","YYR","S.J. Bisdee","","none","none","‘Chaconne’","‘Sea Green’",""
"Tintorello","9","W","YYR","S.J. Bisdee","","none","none","‘Chaconne’","‘Sea Green’",""
"Tyson's Corner","3","W","GYR","W.G. Pannill","1972","none","none","‘Larry’","‘Milan’ x ‘Snow Gem’","Fl. 85 mm wide. Late"
"S.A.de Graaff","3 (b)","W","O","W. Backhouse","pre1869","Barrii Albus `S.A.de Graaff'","none","","","Corona spreading, stained scarlet-orange"
"S.A.de Graaff","12","Y","Y","W. Backhouse","pre1869","Tridymus `S.A.de Graaff'","none","","","Fls 2-3 per stem; perianth segments opening rich primrose yellow, becoming paler in tone, deeply overlapping; corona darker in tone"
"Saint Declan","2","W","W","S.J. Bisdee","","none","none","‘Pona’","‘Dava’",""
"Saint Elvan","1 (c)","W","W","R.O. Backhouse","pre1926","none","none","","","Perianth segments overlapping; corona slender, soft clear yellow, mouth expanded and frilled"
"Saint Hilda","1","W","YWW","R.O. Backhouse","pre1924","none","none","","","Perianth segments broadly ovate, blunt, only very slightly mucronate, spreading, overlapping one-third; the inner segments narrower, a little inflexed, slightly twisted, somewhat creased; corona widely expanded, creamy white, shading to primrose yellow at base, mouth heavily ribbed, with rim crenate"
"Saint Hywin","2 (c)","W","W","R.O. Backhouse","pre1926","none","none","","","Perianth segments broadly spathulate, milk white; corona expanded, ribbed, rich creamy white, frilled"
"Sparrow Hawk","2 (a)","Y","R","G.E. Mitsch","1957","none","none","‘Market Merry’ x ‘Carbineer’","‘Armada’","Fl. 98 mm wide. Early"
"White Haven","1 (c)","W","W","S.J. Bisdee","","none","none","‘Tain’","‘Cantatrice’",""
"Winnie Weedon","9","W","YYR","G.H. Engleheart","pre1935","none","none","","","Fl. rounded, 76 mm wide; perianth segments very broad, roundish, truncate, prominently mucronate, a little reflexed, concave, overlapping half; the inner segments narrower, spreading or somewhat inflexed; corona disc-shaped, tightly ribbed, bright yellow, with a band of red at rim and the rim minutely crenate. Late"
"Walter J.Smith","2 (b)","W","WWY","H.A. Brown","pre1935","none","none","","","Fl. large; perianth segments broadly ovate or somewhat oblong, blunt, prominently mucronate, a little reflexed, pure white, plane, overlapping half; the inner segments narrower, more nearly spreading, with margins wavy; corona disc-shaped, broad, loosely ribbed, greenish creamy white, with lemon yellow at rim, mouth closely ribbed and frilled, rim irregularly notched. Mid-season to late"
"Ornatus Maximus","9","W","GYR","Dutch origin","pre1927","'White Fairy'","none","","","Fl. rounded; perianth segments white, slightly stained yellow at base, reflexed, plane, overlapping; corona disc-shaped, ribbed, pale greenish lemon, with moss green at base and a narrow band of deep red at rim. 2n=14. Resembles `Ornatus' but is larger and broader in the perianth and a little earlier in flower"
"Pseudo-juncifolius","","","","","","none","none","","",""
"Grandiflorus","9","W","","","pre1873","Poeticus `Grandiflorus'","none","","","Fl. apt to go green; perianth segments very large, pure white; corona more or less suffused crimson. Mid-season"
"Spathulatus","9","W","","","pre1831","Poeticus `Spathulatus'"The Lesser Saffron Rim"","none","","","Corona small, rim saffron"
"Staaten Generaal","8","W","Y","","pre1862","Tazetta `Staaten Generaal''Staaten-Generaal'","none","","","Resembles `Chinese Sacred Lily'"
"Jaune Supreme","8","Y","Y","","pre1871","Tazetta `Jaune Supreme'","none","","","Fls many per stem; perianth segments buffy primrose yellow; corona orange-yellow"
"Staten General","8","W","Y","","","none","none","","",""
"Marg. Durand","2","Y","Y","","","none","none","","",""
"Queen's Counsel","1 (c)","W","W","J.L. Richardson","","none","none","‘Killaloe’","‘Broughshane’","Corona with rim dentate and widely flanged"
"Ringmaster","2 (a)","Y","YYO","J.L. Richardson","pre1952","none","none","‘Aranjuez’","‘Bahram’","Perianth segments very broadly ovate or roundish, mucronate, spreading, a little concave, with margins occasionally slightly incurling, smooth, with midrib sometimes prominent, overlapping half; the inner segments shouldered at base, slightly inflexed; corona bowl-shaped, smooth, slightly deeper in tone than the perianth, with bright orange at rim, mouth widely expanded and a little frilled"
"Twenty-four Karat","1","Y","Y","Murray W. Evans","1968","none","none","‘Galway’ hybrid","‘Arctic Gold’","Fl. 102 mm wide, facing slightly upwards, smooth; perianth segments spreading and plane. Early to mid-season"
"Eastbourne","2","W","Y","Hokorawa Daffodils","1974","none","none","‘Green Island’","‘Empress of Ireland’","Fl. 115 mm wide; corona brilliant greenish yellow 5A. Tall. Mid-season"
"Portnagolan","2","W","GPP","Carncairn Daffodils","","none","none","Sdlg W9/27","‘Tynan’","Corona cup-shaped, clear pink, with mouth expanded, rim dentate. Late"
"Benefactor","3","O","O","Carncairn Daffodils","","none","none","‘Altruist’ open pollinated","","Perianth segments peach orange; corona cup-shaped, dark reddish orange, fading in strong sunlight, with rim slightly dentate. Late. Resembles `Altruist'"
"Wendy Walsh","2","Y","GYP","Carncairn Daffodils","","none","none","‘Shantallow’ x ‘Irish Rose’","‘Tynan’","Fl. 90 mm wide; perianth segments broadly ovate, blunt, mucronate, opening white, becoming soft yellow, reflexed, plane, with margins sometimes nicked, smooth, regular, overlapping half; the inner segments more narrowly ovate; corona cup-shaped, lightly ribbed, with a well-defined band of pink at rim, mouth expanded. Late"
"Rory's Glen","2","O","O","Carncairn Daffodils and A.E.Robinson","","none","none","‘Bunclody’","‘Fire Raiser’","Perianth segments broadly ovate, blunt, deep orange, with white mucro, somewhat inflexed, plane, smooth, of good substance, regular, overlapping half; the inner segments slightly twisted; corona cylindrical, lightly ribbed, orange, mouth straight or a little expanded, wavy. Mid-season"
"Croceo-cinctus","9","W","YYO","","pre1629","Poeticus `Croceo-cinctus'"The Dwarf Saffron Rimmed"{N. croceo-cinctus} (Haworth) Spach","none","","","Corona yellow, shaded with orange at rim"
"Purpureo-cinctus","9","W","","","pre1629","{N. purpureo-cinctus} (Haworth) Spach"The Dwarf Purple Rimmed"Poeticus `Purpureo-cinctus'","none","","",""
"Medio-luteus Corona Duplici","4","W","Y","","pre1629","Tazetta `Cypri Semiplena' Haw.Tazetta `Medio-luteus Corona Duplici'"The Turkie Daffodil with a Double Crown"","none","","",""
"Medio-purpureus Multiplex","4","W","YYR","","pre1629",""The Double Purple Ring Daffodil"","none","","","Fls 1-2 per stem; perianth and other petaloid segments in three successively shorter whorls, white; the centre whorl with fewer than six segments; corona segments short, interspersed, yellow, with purple at rim. Early. Scented"
"Everglades","4","W","O","Brian S. Duncan","","none","none","Richardson sdlg 3509 (‘Falaise’ x ‘Debutante’)","sdlg 704 (‘Passionale’ x ‘Polonaise’)","Fl. large; perianth segments in a single whorl, broad, milk white, spreading; corona segments numerous, rich apricot orange. Tall. Mid-season to late"
"Solferique","2","W","P","Brian S. Duncan","","none","none","‘Violetta’ open pollinated","","Perianth segments very broadly ovate in outline, blunt or rounded at apex, some prominently mucronate, pure white, spreading, shallowly concave, of good substance, overlapping half; the inner segments a little inflexed; corona funnel-shaped, narrow at base, smooth, deep copper pink, with mouth widely expanded, loosely frilled. Mid-season to late. Resembles an improved `Fair Prospect'"
"Golden Sheen","2","Y","Y","Brian S. Duncan","","none","none","‘Golden Jewel’ open pollinated","","Fl. shining golden yellow; perianth segments broadly ovate, blunt, sightly mucronate, a little inflexed, with broad midrib showing , overlapping half; the inner segments more narrowly ovate, squarish at shoulder and almost touching one another; corona cylindrical or somewhat funnel-shaped, short, with mouth straight and lightly frilled. Mid-season"
"Spring Diamond","11b","W","O/W","J.W.A. Lefeber","","none","none","(‘Papillon Blanc’ x ‘Barrett Browning’)","‘Papillon Blanc’","Fl. 95 mm wide; perianth segments broadly ovate, deeply truncate, slightly mucronate, spreading, creased or with margins infolding, overlapping half; the inner segments with margins wavy; corona split, the six segments two-thirds the length of the perianth segments and alternate to them, broad, rounded at apex, with a narrow longitudinal band of orange at midrib becoming narrower still in mid-zone and broadening again at apex, flanked by canary yellow at base and itself becoming canary yellow towards apex, with ivory white at margins, spreading, with margins sometimes incurling, overlapping; sometimes with a long "thumb" at margin at base. Mid-season. Resembles `Brilliant Star'"
"Giant Split","11a","Y","Y","J. Gerritsen & Son","","none","none","‘Belcanto’","‘Obelisk’","Fl. 100 mm wide; perianth segments light greenish yellow 3D, shiny; corona segments brilliant greenish yellow 5B, with a creamier tone (8B) at margins and rim. Very early. Resembles `Sancerre' and `Printal'"
"Light Star","11b","W","Y/W","J.J.Grullemans & Sons","1965","'Jeanne d'Arc'","none","","","Fl. 95 mm wide; perianth segments greenish white (155A); corona split to three-quarters or more, the six segments a little over half as long as the perianth segments and alternate to them, bi-lobed, ribbed, light yellow at base and in a broad longitudinal band at midrib, touched with golden yellow at apex, white at margins, frilled. Late. Resembles `Marie Jos�' and `Lemon Beauty'"
"April Princess","7","Y","GYY","J. & E. Frey","1976","none","none","‘Bantam’","{N. assoanus}","Fls sometimes 2 per stem, rounded; perianth segments very broad, rounded at apex, spreading, overlapping half; the inner segments somewhat inflexed; corona very shallow, very broad, darker in tone than the perianth. Late"
"Paper White","","","","","","none","none","","",""
"Merwestein","2","Y","Y","G. Lubbe & Sons","","none","none","","","Perianth segments primrose yellow; corona widely expanded, buttercup yellow, with lemon yellow at rim. Mid-season"
"Wairuna Star","2","Y","OOR","D.N.Y. Olson","","none","none","‘Checkmate’","‘Heathcliffe’","Fl. 92 mm wide; perianth segments ovate, rounded at apex, medium yellow, overlapping; corona funnel-shaped, with the lower half orange and the upper half red, mouth expanded, with rim closely and deeply notched, as if fringed. Early. Sunproof. Resembles `Heathcliffe' in strength of colour but with a differently shaped corona"
"Doctor Johnson","0","","","?H.B.J. Bull","pre1914","none","none","","",""
"Wellington","0","","","G. Lewis","","none","none","","",""
"Golden Rupee","1","Y","Y","W.A. Noton","pre1985","none","none","","",""
"Warmington","3","W","W","J.S.B. Lea","","none","none","","","Fl. 105 mm wide, pure white; perianth segments very broadly ovate, blunt or truncate, mucronate, spreading, plane or somewhat concave, with margins incurling, smooth, with midrib showing, regular, overlapping half; the inner segments more narrowly ovate, with margins a little wavy; corona very short funnel-shaped, closely ribbed, with mouth expanded and wavy, rim minutely notched and crenate. Late"
"Belbroughton","2","W","WWP","Clive Postles Daffodils","","none","none","‘Rainbow’","‘Dailmanach’","Fl. 90 mm wide; perianth segments broad, rounded, spreading; corona slightly flared, white, with a distinct band of pink at rim. Late. Sunproof"
"Wellington","2 (a)","Y","Y","E. Leeds","pre1877","Incomparabilis Concolor `Wellington'","none","","","Tall"
"Golden Strand","2","W","O","Ballydorn Bulb Farm","","none","none","","","Fl. 90 mm wide; perianth segments broadly ovate, opening buff yellow, paling to yellowish white; corona straight-sided, opening brownish orange, becoming orange, with a paler tone at rim, rim lightly dentate. Mid-season"
"Ring o' Roses","2 (a)","Y","YYR","F.H. Chapman","pre1936","none","none","","","Perianth segments broadly ovate, blunt, buttercup yellow, overlapping; corona widely expanded, bright yellow, with a broad band of rosy scarlet at rim"
"Lass o' Gowrie","3 (a)","Y","Y","W. Backhouse","pre1869","Barrii `Lass o' Gowrie'Barrii `Stellatus'","none","","","Perianth segments narrow, acute, sulphur yellow"
"Peal o' Bells","1(c)","W","W","Mrs R.O. Backhouse","pre1921","none","none","","",""
"Peep o' Dawn","1 (b)","W","Y","G.H. Engleheart","pre1931","none","none","","","Perianth segments pale creamy white; corona deep primrose yellow, flushed pink"
"White o' Morn","3","W","W","Murray W. Evans","","none","none","‘Chinese White’","‘Rubra’ x ‘Sylvia O’Neill’",""
"Glory of Haarlem","1 (a)","Y","Y","E.H. Krelage & Son","pre1913","none","none","","",""
"Chalcedonicus Fimbriatus Multiplex Polyanthos","4","W","YYP","","pre1629",""The Great Double Purple Ringed Daffodil of Constantinople"Tazetta `Chalcedonicus Fimb. Mult. Polyanthos'","none","","","Fls many per stem; perianth and other petaloid segments white; corona segments interspersed, yellow, with purple at rim"
"Charles E. Hammond","2 (a)","Y","","Miss K. Spurrell","pre1907","none","none","","",""
"Cypri Plena","4","W","Y","","","none","none","","",""
"Double Dale","4","W","Y","","","none","none","","",""
"Duc d'aremberg","8","W","O","","","none","none","","",""
"Edna's Memory","2","W","Y","L.P. Dettman","","none","none","‘Bonnington’ open pollinated","","Fl. 105 mm wide"
"Golden Crown","1 (a)","Y","Y","West & Fell","pre1936","none","none","","",""
"J.W.H.Barr","1","Y","Y","W. Backhouse","pre1869","Pseudonarcissus Lorifolius `J.W.H.Barr'`Willie Barr'","none","","","Perianth segments sulphur yellow, overlapping. Dwarf"
"Maid Marion","1","W","","","","none","none","","",""
"Margaret D.","1 (c)","W","W","R. Dick","pre1930","none","none","","",""
"Margaret H.","2 (b)","W","R","C.E. Radcliff","1932","none","none","‘Warflame’","‘Ruby’",""
"Mr F.Eugene Dixon","8","","","P.D. Williams","pre1928","none","none","","",""
"Orange Queen","8","W","O","","","none","none","","",""
"Passe Soleil d'Or","8","Y","Y","","pre1807","none","none","","",""
"Paul M.Davis","2 (a)","","","The Brodie of Brodie","pre1931","none","none","","",""
"Orange and Blaue","8","W","O","","pre1777","none","none","","",""
"Gallicus Minor Flore Pleno","4","Y","Y","","","none","none","","",""
"Gallicus Major Flore Pleno","4","Y","Y","","pre1629",""The Great Double French Daffodil"?'Scoticus Plenus'Pseudonarcissus `Gallicus Major Flore Pleno'","none","","","Fl. pale whitish yellow or lemon; segments somewhat irregularly arranged; the outer whorl recurved at apex, touched with green below"
"Maximus Flore Pleno","4","Y","Y","","pre1870","Pseudonarcissus Major `Maximus Flore Pleno'"Double Trumpet Major""Double Golden Trumpet"","none","","","Fl. large, deep golden yellow"
"Chalcedonicus Flore Pleno Albo Polyanthos","4","W","Y","","pre1629","Tazetta `Chalcedonicus Flore Pleno Albo Polyanthos'Tazetta `Cypri Plena'","none","","","Fls 4-5 or more per stem; perianth and other petaloid segments white, irregularly arranged; corona segments interspersed, small, yellow"
"Cyprius Flore Pleno Luteo Polyanthos","4","Y","Y","","pre1604","Tazetta `Cyprius Flore Pleno Luteo Polyanthos'Tazetta `Deflexicaulis Plenus'"The Double Yellow Daffodil of Cyprus"","none","","","Fls 4-5 per stem, pale yellow"
"Deflexicaulis Plenus","4","Y","Y","","","none","none","","",""
"Trumpeter","1","Y","Y","R.W. Ward","pre1989","none","none","","","Perianth segments broadly ovate, blunt and slightly mucronate, slightly inflexed, plane, regular, overlapping half; the inner segments more narrowly ovate, acute, more prominently mucronate; corona broad funnel-shaped, smoothly 6-angled, mouth ribbed, expanded, regularly and deeply lobed, with rim flanged"
"Hunting Caye","2","Y","GYY","A.J.R. Pearson","","none","none","‘Camelot’","‘Daydream’","Fl. rounded, 98 mm wide; perianth segments very broad, rounded at apex, golden yellow, with slight white mucro, spreading or very slightly inflexed, plane or concave, smooth, overlapping half; the outer segments overlapping one another; the inner segments broad-shouldered at base; corona cylindrical, broad, lightly ribbed, slightly darker in tone than the perianth, with green at base, rim loosely flanged and lightly crenate"
"Cool Shades","2","Y","Y","A.J.R. Pearson","","none","none","’Camelot’","’Daydream’","Fl. 105 mm wide, greenish yellow, faintly touched with white at base; perianth segments very broad, blunt, with slight white mucro, reflexed, convex, smooth, overlapping half; the inner segments more nearly spreading and plane, creased; corona funnel-shaped, smoothly and lightly ribbed, with mouth a little flared and frilled, rim notched and irregularly crenate. Mid-season"
"Empire Rose","2","W","P","D.N.Y. Olson","","none","none","‘Kuprena’","‘Fintona’","Fl. 92 mm wide; perianth segments broadly ovate, slightly mucronate, spreading, with margins sometimes incurling near apex, of good substance, overlapping; the inner segments a little inflexed; corona cylindrical, or very slightly flared towards mouth, lightly ribbed, soft pink, with rim shallowly notched and a little flanged. Early to mid-season. Sunproof. Resembles a shorter-stemmed `Verran' with the perianth segments of a different form at base"
"Talisker","2","W","Y","D.N.Y. Olson","","none","none","‘Stormy Weather’","‘Malaspina’","Fl. 98 mm wide; perianth segments broad, rounded at apex, slightly mucronate, very smooth; corona bowl-shaped, with fairly straight sides, honey yellow, frilled. Early to mid-season. Sunproof. Resembles `Premier'"
"Lemon Empress","1","Y","W","Brian S. Duncan","","none","none","?‘Amber Castle’ hybrid","","Perianth segments broadly ovate, pale greenish yellow, spreading; corona cylindrical, opening pale greenish yellow, becoming almost pure white, mouth widely expanded, with rim lightly crenate"
"Rheban","2","W","P","J.M. Radcliff","","none","none","‘Dear Me’","‘Verran’","Fl. 95-100mm wide; perianth segments very broadly ovate, spreading, slightly concave, overlapping half; the inner segments narrower; corona pale purplish pink 56A, with mouth expanded, rim flanged. Mid-season. Sunproof"
"No Peer","2","Y","R","J.M. Radcliff","1973","none","none","Sdlg 1/68","‘Jaguar’","Fl. 110 mm wide or more; perianth segments very broad, rounded at apex, light yellow 11B, a little reflexed, of good substance, overlapping half; the inner segments narrower and more nearly ovate; corona bowl-shaped, vivid reddish orange 32A, with mouth widely expanded and lightly frilled. Tall. Mid-season. Sunproof"
"Rheban Charm","1","W","P","J.M. Radcliff","1977","none","none","‘Mareea’","J.M.Radcliff sdlg 20/58","Fl. 70-80 mm wide; perianth segments broadly ovate, blunt, spreading, of good substance, overlapping half; corona narrow, light yellowish pink 36A, mouth flared and lightly frilled. Mid-season to late. Sunproof"
"Limequilla","7","W","W","R. & E. Havens","","none","none","‘Lime Chiffon’","{N. jonquilla}","Fls 2-3 per stem, 70 mm wide, greenish white; corona long, straight-sided. Late. 2n=28"
"Red Aria","2","O","R","G.E. Mitsch","1977","none","none","‘Kindled’","‘Feeling Lucky’","Fl. 105 mm wide; perianth segments buff orange; corona almost disc-shaped, widely expanded, bright orange-red. Mid-season"
"Oregon Beauty","4","Y","R","G.E. Mitsch and R. & E.Havens","1970","none","none","‘Playboy’ x ‘Paricutin’","‘Enterprise’","Fl. 110 mm wide; perianth segments mid-yellow, regular; corona segments orange-red. Mid-season. Resembles sibling `Grebe' but with slightly fewer extra segments"
"Hawaiian Pink","2","W","P","G.E. Mitsch and R. & E.Havens","1965","none","none","‘Precedent’","‘Carita’","Fl. 110 mm wide; corona flared, pink, frilled. Mid-season. Lightly scented. Resembles a less formal `Confection'"
"Orchard Place","3","Y","YYO","T.D. Throckmorton","1971","none","none","‘Aircastle’","‘Irish Coffee’","Fl. 90 mm wide; perianth segments light creamy yellow; corona disc-shaped, deeper in tone than the perianth, with cinnamon orange at rim. Late"
"D�j� Vu","3","W","W","T.D. Throckmorton","1977","none","none","‘Easter Moon’","‘Snowshill’","Fl. 115 mm wide; perianth segments white; corona bowl-shaped, opening ivory white, becoming pure white. Late. Resembles a larger `Easter Moon'"
"American Dream","1","Y","P","R. & E. Havens","","none","none","‘Memento’","‘Lorikeet’","Fl. 110 mm wide; perianth segments very broadly ovate, truncate, slightly mucronate, deep lemon yellow, spreading, a little concave, with margins inward rolling at apex, smooth, overlapping half; the inner segments a little inflexed; corona funnel-shaped, smooth, pink, mouth a little flared, slightly frilled, with rim crenate. Mid-season"
"Memoir","2","Y","WWY","Murray W. Evans","1978","none","none","‘Daydream’ x (‘Green Island’ x ‘Accent’)","‘Daydream’ x ‘Gypsy Princess’","Fl. 100 mm wide; perianth segments light yellow; corona ivory white, with light yellow at rim. Mid-season"
"Crown Point","2","W","P","Murray W. Evans","1972","none","none","‘Caro Nome’","‘Gypsy Princess’","Fl. 120 mm wide; perianth segments broad, pure white; the inner segments reflexed; corona expanded, pale pink, paling with age at base, lightly frilled. Mid-season"
"Cabochon","2","Y","O","Murray W. Evans","1976","none","none","‘Carnelian’","‘Falstaff’","Fl. 90 mm wide; perianth segments golden yellow; corona flared, orange, with rim dentate. Very early"
