Binomial, NCBI taxon id, Order, Family, NCBI lineage, Repeat %, Heterozygosity %
Pararge aegeria tircis,348721,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge;,MALE,WHOLE_ORGANISM
Pararge aegeria tircis,348721,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge;,FEMALE,WHOLE_ORGANISM
Pararge aegeria tircis,348721,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge;,34.01,0.67
Pararge aegeria tircis,348721,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge;,20.56,0.54
Pararge aegeria tircis,348721,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge;,28.49,0.62
Pardosa saltans,1926210,Chelicerata,Lycosidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Lycosidae; Pardosa;,FEMALE,CEPHALOTHORAX
Pardosa saltans,1926210,Chelicerata,Lycosidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Lycosidae; Pardosa;,FEMALE,ABDOMEN
Pardosa saltans,1926210,Chelicerata,Lycosidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Lycosidae; Pardosa;,FEMALE,CEPHALOTHORAX
Pardosa saltans,1926210,Chelicerata,Lycosidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Lycosidae; Pardosa;,FEMALE,ABDOMEN
Pentatoma rufipes,286670,Hemiptera,Pentatomidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Pentatomoidea; Pentatomidae; Pentatominae; Pentatoma;,NOT_COLLECTED,THORAX | ABDOMEN
Pentatoma rufipes,286670,Hemiptera,Pentatomidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Pentatomoidea; Pentatomidae; Pentatominae; Pentatoma;,NOT_COLLECTED,HEAD
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,NOT_COLLECTED,THORAX | ABDOMEN
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,NOT_COLLECTED,HEAD
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,NOT_COLLECTED,THORAX | ABDOMEN
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,NOT_COLLECTED,HEAD
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,40.57,1.19
Phalera bucephala,753216,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Phalerinae; Phalera;,50.14,1.36
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,FEMALE,HEAD | THORAX
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,FEMALE,ABDOMEN
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,0.00,-100.00
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,41.82,1.05
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,0.00,-100.00
Phasia hemiptera,1918142,Diptera,Tachinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Oestroidea; Tachinidae; Phasiinae; Phasiini; Phasia;,0.00,-100.00
Pheosia tremula,988019,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Notodontinae; Pheosia;,NOT_COLLECTED,THORAX | ABDOMEN
Pheosia tremula,988019,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Notodontinae; Pheosia;,NOT_COLLECTED,HEAD
Phlogophora meticulosa,875884,Lepidoptera,Noctuidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Hadeninae; Phlogophora;,NOT_COLLECTED,HEAD | THORAX
Phlogophora meticulosa,875884,Lepidoptera,Noctuidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Hadeninae; Phlogophora;,NOT_COLLECTED,ABDOMEN
Phlogophora meticulosa,875884,Lepidoptera,Noctuidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Hadeninae; Phlogophora;,NOT_COLLECTED,HEAD | THORAX
Phlogophora meticulosa,875884,Lepidoptera,Noctuidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Hadeninae; Phlogophora;,NOT_COLLECTED,ABDOMEN
Pholcus phalangioides,6932,Chelicerata,Pholcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Haplogynae; Pholcoidea; Pholcidae; Pholcus;,NOT_COLLECTED,WHOLE_ORGANISM
Pholcus phalangioides,6932,Chelicerata,Pholcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Haplogynae; Pholcoidea; Pholcidae; Pholcus;,NOT_COLLECTED,CEPHALOTHORAX
Pholcus phalangioides,6932,Chelicerata,Pholcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Haplogynae; Pholcoidea; Pholcidae; Pholcus;,NOT_COLLECTED,ABDOMEN
Pholcus phalangioides,6932,Chelicerata,Pholcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Haplogynae; Pholcoidea; Pholcidae; Pholcus;,NOT_COLLECTED,CEPHALOTHORAX
Pholis gunnellus,56726,Perciformes,Pholidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Zoarcales; Pholidae; Pholis;,NOT_COLLECTED,FIN
Pholis gunnellus,56726,Perciformes,Pholidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Zoarcales; Pholidae; Pholis;,NOT_COLLECTED,MUSCLE
Physa fontinalis,146087,Hygrophila,Physidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Physidae; Physa;,NOT_COLLECTED,ANTERIOR_BODY
Physa fontinalis,146087,Hygrophila,Physidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Physidae; Physa;,NOT_COLLECTED,POSTERIOR_BODY
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,FEMALE,WHOLE_ORGANISM
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,14.49,0.70
Pieris brassicae brassicae,596636,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,19.38,0.77
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,FEMALE,WHOLE_ORGANISM
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,FEMALE,WHOLE_ORGANISM
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,MALE,WHOLE_ORGANISM
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,0.00,-100.00
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,32.78,3.20
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,38.20,3.54
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,26.86,3.14
Pieris napi,78633,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,32.22,3.47
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,FEMALE,WHOLE_ORGANISM
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,25.04,2.31
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,13.56,1.99
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,17.80,2.20
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,0.00,-100.00
Pieris rapae,64459,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris;,0.00,-100.00
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,FEMALE,CEPHALOTHORAX
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,FEMALE,ABDOMEN
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,FEMALE,CEPHALOTHORAX
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,FEMALE,ABDOMEN
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,FEMALE,CEPHALOTHORAX
Pisaura mirabilis,1155755,Chelicerata,Pisauridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Lycosoidea; Pisauridae; Pisaura;,0.00,-100.00
Pisidia longicornis,874270,Decapoda,Porcellanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Anomura; Galatheoidea; Porcellanidae; Pisidia;,FEMALE,LEG(S)
Pisidia longicornis,874270,Decapoda,Porcellanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Anomura; Galatheoidea; Porcellanidae; Pisidia;,FEMALE,LEG(S)
Pisidium nitidum,192231,Veneroida,Sphaeriidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium;,NOT_COLLECTED,WHOLE_ORGANISM
Pisidium nitidum,192231,Veneroida,Sphaeriidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium;,NOT_COLLECTED,WHOLE_ORGANISM
Pisidium nitidum,192231,Veneroida,Sphaeriidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium;,NOT_COLLECTED,WHOLE_ORGANISM
Pisidium nitidum,192231,Veneroida,Sphaeriidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium;,NOT_COLLECTED,WHOLE_ORGANISM
Plagodis dolabraria,934889,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Plagodis;,NOT_COLLECTED,HEAD | THORAX
Plagodis dolabraria,934889,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Plagodis;,NOT_COLLECTED,ABDOMEN
Plagodis dolabraria,934889,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Plagodis;,0.00,-100.00
Plagodis dolabraria,934889,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Plagodis;,71.50,1.12
Planococcus citri,170843,Hemiptera,Pseudococcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Coccoidea; Pseudococcidae; Planococcus;,FEMALE,WHOLE_ORGANISM
Planococcus citri,170843,Hemiptera,Pseudococcidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Coccoidea; Pseudococcidae; Planococcus;,FEMALE,WHOLE_ORGANISM
Planorbarius corneus,240818,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbarius;,NOT_COLLECTED,WHOLE_ORGANISM
Planorbarius corneus,240818,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbarius;,61.66,2.58
Planorbis planorbis,191805,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbis;,NOT_COLLECTED,WHOLE_ORGANISM
Planorbis planorbis,191805,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbis;,73.19,3.94
Planorbis planorbis,191805,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbis;,33.80,0.23
Planorbis planorbis,191805,Hygrophila,Planorbidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Planorbidae; Planorbis;,45.66,0.38
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,FEMALE,HEAD | THORAX
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,FEMALE,ABDOMEN
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,FEMALE,ABDOMEN
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,FEMALE,HEAD | THORAX
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,0.00,-100.00
Platycheirus albimanus,414846,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Melanostomini; Platycheirus;,0.00,-100.00
Platycis minutus,195273,Coleoptera,Lycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Elateriformia; Elateroidea; Lycidae; Erotinae; Platycis;,NOT_COLLECTED,WHOLE_ORGANISM
Platycis minutus,195273,Coleoptera,Lycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Elateriformia; Elateroidea; Lycidae; Erotinae; Platycis;,0.00,-100.00
Plebejus argus,242267,Lepidoptera,Lycanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Lycaenidae; Polyommatinae; Plebejus;,FEMALE,WHOLE_ORGANISM
Plebejus argus,242267,Lepidoptera,Lycanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Lycaenidae; Polyommatinae; Plebejus;,MALE,WHOLE_ORGANISM
Plebejus argus,242267,Lepidoptera,Lycanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Lycaenidae; Polyommatinae; Plebejus;,MALE,WHOLE_ORGANISM
Plebejus argus,242267,Lepidoptera,Lycanidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Lycaenidae; Polyommatinae; Plebejus;,38.29,1.72
